parnme,partrans,parchglim,parval1,parlbnd,parubnd,pargp,scale,offset,dercom,rain,84012,84017,84023,84032,84038,84124,84148,84165,85114,85116,max,coef,noppt,lin,cap,n,sublim,trncf,radmax,adj,sq,exp,thresh,frac,rate,allsnow
cecn_coef:hru_84032:mon_2,log,factor,5.0,4.0,6.0,pargp,1.0,0.0,1,,,,,mon,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84032:mon_3,log,factor,5.0,4.0,6.0,pargp,1.0,0.0,1,,,,,mon,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84032:mon_4,log,factor,5.0,4.0,6.0,pargp,1.0,0.0,1,,,,,mon,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84032:mon_5,log,factor,5.0,4.0,6.0,pargp,1.0,0.0,1,,,,,mon,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84032:mon_6,log,factor,5.0,4.0,6.0,pargp,1.0,0.0,1,,,,,mon,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84032:mon_7,log,factor,5.0,4.0,6.0,pargp,1.0,0.0,1,,,,,mon,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84032:mon_8,log,factor,5.0,4.0,6.0,pargp,1.0,0.0,1,,,,,mon,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84032:mon_9,log,factor,5.0,4.0,6.0,pargp,1.0,0.0,1,,,,,mon,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84038:mon_1,log,factor,5.0,4.0,6.0,pargp,1.0,0.0,1,,,,,,mon,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84038:mon_10,log,factor,5.0,4.0,6.0,pargp,1.0,0.0,1,,,,,,mon,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84038:mon_11,log,factor,5.0,4.0,6.0,pargp,1.0,0.0,1,,,,,,mon,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84038:mon_12,log,factor,5.0,4.0,6.0,pargp,1.0,0.0,1,,,,,,mon,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84038:mon_2,log,factor,5.0,4.0,6.0,pargp,1.0,0.0,1,,,,,,mon,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84038:mon_3,log,factor,5.0,4.0,6.0,pargp,1.0,0.0,1,,,,,,mon,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84038:mon_4,log,factor,5.0,4.0,6.0,pargp,1.0,0.0,1,,,,,,mon,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84038:mon_5,log,factor,5.0,4.0,6.0,pargp,1.0,0.0,1,,,,,,mon,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84038:mon_6,log,factor,5.0,4.0,6.0,pargp,1.0,0.0,1,,,,,,mon,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84038:mon_7,log,factor,5.0,4.0,6.0,pargp,1.0,0.0,1,,,,,,mon,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84038:mon_8,log,factor,5.0,4.0,6.0,pargp,1.0,0.0,1,,,,,,mon,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84038:mon_9,log,factor,5.0,4.0,6.0,pargp,1.0,0.0,1,,,,,,mon,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84124:mon_1,log,factor,5.0,4.0,6.0,pargp,1.0,0.0,1,,,,,,,mon,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84124:mon_10,log,factor,5.0,4.0,6.0,pargp,1.0,0.0,1,,,,,,,mon,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84124:mon_11,log,factor,5.0,4.0,6.0,pargp,1.0,0.0,1,,,,,,,mon,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84124:mon_12,log,factor,5.0,4.0,6.0,pargp,1.0,0.0,1,,,,,,,mon,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84124:mon_2,log,factor,5.0,4.0,6.0,pargp,1.0,0.0,1,,,,,,,mon,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84124:mon_3,log,factor,5.0,4.0,6.0,pargp,1.0,0.0,1,,,,,,,mon,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84124:mon_4,log,factor,5.0,4.0,6.0,pargp,1.0,0.0,1,,,,,,,mon,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84124:mon_5,log,factor,5.0,4.0,6.0,pargp,1.0,0.0,1,,,,,,,mon,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84124:mon_6,log,factor,5.0,4.0,6.0,pargp,1.0,0.0,1,,,,,,,mon,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84124:mon_7,log,factor,5.0,4.0,6.0,pargp,1.0,0.0,1,,,,,,,mon,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84124:mon_8,log,factor,5.0,4.0,6.0,pargp,1.0,0.0,1,,,,,,,mon,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84124:mon_9,log,factor,5.0,4.0,6.0,pargp,1.0,0.0,1,,,,,,,mon,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84148:mon_1,log,factor,5.0,4.0,6.0,pargp,1.0,0.0,1,,,,,,,,mon,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84148:mon_10,log,factor,5.0,4.0,6.0,pargp,1.0,0.0,1,,,,,,,,mon,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84148:mon_11,log,factor,5.0,4.0,6.0,pargp,1.0,0.0,1,,,,,,,,mon,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84148:mon_12,log,factor,5.0,4.0,6.0,pargp,1.0,0.0,1,,,,,,,,mon,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84148:mon_2,log,factor,5.0,4.0,6.0,pargp,1.0,0.0,1,,,,,,,,mon,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84148:mon_3,log,factor,5.0,4.0,6.0,pargp,1.0,0.0,1,,,,,,,,mon,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84148:mon_4,log,factor,5.0,4.0,6.0,pargp,1.0,0.0,1,,,,,,,,mon,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84148:mon_5,log,factor,5.0,4.0,6.0,pargp,1.0,0.0,1,,,,,,,,mon,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84148:mon_6,log,factor,5.0,4.0,6.0,pargp,1.0,0.0,1,,,,,,,,mon,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84148:mon_7,log,factor,5.0,4.0,6.0,pargp,1.0,0.0,1,,,,,,,,mon,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84148:mon_8,log,factor,5.0,4.0,6.0,pargp,1.0,0.0,1,,,,,,,,mon,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84148:mon_9,log,factor,5.0,4.0,6.0,pargp,1.0,0.0,1,,,,,,,,mon,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84165:mon_1,log,factor,5.0,4.0,6.0,pargp,1.0,0.0,1,,,,,,,,,mon,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84165:mon_10,log,factor,5.0,4.0,6.0,pargp,1.0,0.0,1,,,,,,,,,mon,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84165:mon_11,log,factor,5.0,4.0,6.0,pargp,1.0,0.0,1,,,,,,,,,mon,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84165:mon_12,log,factor,5.0,4.0,6.0,pargp,1.0,0.0,1,,,,,,,,,mon,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84165:mon_2,log,factor,5.0,4.0,6.0,pargp,1.0,0.0,1,,,,,,,,,mon,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84165:mon_3,log,factor,5.0,4.0,6.0,pargp,1.0,0.0,1,,,,,,,,,mon,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84165:mon_4,log,factor,5.0,4.0,6.0,pargp,1.0,0.0,1,,,,,,,,,mon,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84165:mon_5,log,factor,5.0,4.0,6.0,pargp,1.0,0.0,1,,,,,,,,,mon,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84165:mon_6,log,factor,5.0,4.0,6.0,pargp,1.0,0.0,1,,,,,,,,,mon,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84165:mon_7,log,factor,5.0,4.0,6.0,pargp,1.0,0.0,1,,,,,,,,,mon,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84165:mon_8,log,factor,5.0,4.0,6.0,pargp,1.0,0.0,1,,,,,,,,,mon,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84165:mon_9,log,factor,5.0,4.0,6.0,pargp,1.0,0.0,1,,,,,,,,,mon,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_85114:mon_1,log,factor,5.0,4.0,6.0,pargp,1.0,0.0,1,,,,,,,,,,mon,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_85114:mon_10,log,factor,5.0,4.0,6.0,pargp,1.0,0.0,1,,,,,,,,,,mon,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_85114:mon_11,log,factor,5.0,4.0,6.0,pargp,1.0,0.0,1,,,,,,,,,,mon,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_85114:mon_12,log,factor,5.0,4.0,6.0,pargp,1.0,0.0,1,,,,,,,,,,mon,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_85114:mon_2,log,factor,5.0,4.0,6.0,pargp,1.0,0.0,1,,,,,,,,,,mon,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_85114:mon_3,log,factor,5.0,4.0,6.0,pargp,1.0,0.0,1,,,,,,,,,,mon,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_85114:mon_4,log,factor,5.0,4.0,6.0,pargp,1.0,0.0,1,,,,,,,,,,mon,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_85114:mon_5,log,factor,5.0,4.0,6.0,pargp,1.0,0.0,1,,,,,,,,,,mon,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_85114:mon_6,log,factor,5.0,4.0,6.0,pargp,1.0,0.0,1,,,,,,,,,,mon,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_85114:mon_7,log,factor,5.0,4.0,6.0,pargp,1.0,0.0,1,,,,,,,,,,mon,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_85114:mon_8,log,factor,5.0,4.0,6.0,pargp,1.0,0.0,1,,,,,,,,,,mon,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_85114:mon_9,log,factor,5.0,4.0,6.0,pargp,1.0,0.0,1,,,,,,,,,,mon,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_85116:mon_1,log,factor,5.0,4.0,6.0,pargp,1.0,0.0,1,,,,,,,,,,,mon,,hru,,,,,,,,,,,,,,
cecn_coef:hru_85116:mon_10,log,factor,5.0,4.0,6.0,pargp,1.0,0.0,1,,,,,,,,,,,mon,,hru,,,,,,,,,,,,,,
cecn_coef:hru_85116:mon_11,log,factor,5.0,4.0,6.0,pargp,1.0,0.0,1,,,,,,,,,,,mon,,hru,,,,,,,,,,,,,,
cecn_coef:hru_85116:mon_12,log,factor,5.0,4.0,6.0,pargp,1.0,0.0,1,,,,,,,,,,,mon,,hru,,,,,,,,,,,,,,
cecn_coef:hru_85116:mon_2,log,factor,5.0,4.0,6.0,pargp,1.0,0.0,1,,,,,,,,,,,mon,,hru,,,,,,,,,,,,,,
cecn_coef:hru_85116:mon_3,log,factor,5.0,4.0,6.0,pargp,1.0,0.0,1,,,,,,,,,,,mon,,hru,,,,,,,,,,,,,,
cecn_coef:hru_85116:mon_4,log,factor,5.0,4.0,6.0,pargp,1.0,0.0,1,,,,,,,,,,,mon,,hru,,,,,,,,,,,,,,
cecn_coef:hru_85116:mon_5,log,factor,5.0,4.0,6.0,pargp,1.0,0.0,1,,,,,,,,,,,mon,,hru,,,,,,,,,,,,,,
cecn_coef:hru_85116:mon_6,log,factor,5.0,4.0,6.0,pargp,1.0,0.0,1,,,,,,,,,,,mon,,hru,,,,,,,,,,,,,,
cecn_coef:hru_85116:mon_7,log,factor,5.0,4.0,6.0,pargp,1.0,0.0,1,,,,,,,,,,,mon,,hru,,,,,,,,,,,,,,
cecn_coef:hru_85116:mon_8,log,factor,5.0,4.0,6.0,pargp,1.0,0.0,1,,,,,,,,,,,mon,,hru,,,,,,,,,,,,,,
cecn_coef:hru_85116:mon_9,log,factor,5.0,4.0,6.0,pargp,1.0,0.0,1,,,,,,,,,,,mon,,hru,,,,,,,,,,,,,,
emis_noppt:hru_84012,log,factor,0.757,0.6056,0.9084,pargp,1.0,0.0,1,,,,,,,,,,,,,,hru,,,,,,,,,,,,,
emis_noppt:hru_84017,log,factor,0.757,0.6056,0.9084,pargp,1.0,0.0,1,,,,,,,,,,,,,,hru,,,,,,,,,,,,,
emis_noppt:hru_84023,log,factor,0.757,0.6056,0.9084,pargp,1.0,0.0,1,,,,,,,,,,,,,,hru,,,,,,,,,,,,,
emis_noppt:hru_84032,log,factor,0.757,0.6056,0.9084,pargp,1.0,0.0,1,,,,,,,,,,,,,,hru,,,,,,,,,,,,,
emis_noppt:hru_84038,log,factor,0.757,0.6056,0.9084,pargp,1.0,0.0,1,,,,,,,,,,,,,,hru,,,,,,,,,,,,,
emis_noppt:hru_84124,log,factor,0.757,0.6056,0.9084,pargp,1.0,0.0,1,,,,,,,,,,,,,,hru,,,,,,,,,,,,,
emis_noppt:hru_84148,log,factor,0.757,0.6056,0.9084,pargp,1.0,0.0,1,,,,,,,,,,,,,,hru,,,,,,,,,,,,,
emis_noppt:hru_84165,log,factor,0.757,0.6056,0.9084,pargp,1.0,0.0,1,,,,,,,,,,,,,,hru,,,,,,,,,,,,,
emis_noppt:hru_85114,log,factor,0.757,0.6056,0.9084,pargp,1.0,0.0,1,,,,,,,,,,,,,,hru,,,,,,,,,,,,,
emis_noppt:hru_85116,log,factor,0.757,0.6056,0.9084,pargp,1.0,0.0,1,,,,,,,,,,,,,,hru,,,,,,,,,,,,,
fastcoef_lin:hru_84012,log,factor,0.010012,0.0080096,0.0120144,pargp,1.0,0.0,1,,,,,,,,,,,,,,,hru,,,,,,,,,,,,
fastcoef_lin:hru_84017,log,factor,0.012794,0.0102352,0.0153528,pargp,1.0,0.0,1,,,,,,,,,,,,,,,hru,,,,,,,,,,,,
fastcoef_lin:hru_84023,log,factor,0.010016,0.0080128,0.0120192,pargp,1.0,0.0,1,,,,,,,,,,,,,,,hru,,,,,,,,,,,,
fastcoef_lin:hru_84032,log,factor,0.010535,0.008428,0.0126419999999999,pargp,1.0,0.0,1,,,,,,,,,,,,,,,hru,,,,,,,,,,,,
fastcoef_lin:hru_84038,log,factor,0.010239,0.0081912,0.0122868,pargp,1.0,0.0,1,,,,,,,,,,,,,,,hru,,,,,,,,,,,,
fastcoef_lin:hru_84124,log,factor,0.010047,0.0080376,0.0120564,pargp,1.0,0.0,1,,,,,,,,,,,,,,,hru,,,,,,,,,,,,
fastcoef_lin:hru_84148,log,factor,0.010013,0.0080103999999999,0.0120156,pargp,1.0,0.0,1,,,,,,,,,,,,,,,hru,,,,,,,,,,,,
fastcoef_lin:hru_84165,log,factor,0.010007,0.0080056,0.0120084,pargp,1.0,0.0,1,,,,,,,,,,,,,,,hru,,,,,,,,,,,,
fastcoef_lin:hru_85114,log,factor,0.010024,0.0080192,0.0120288,pargp,1.0,0.0,1,,,,,,,,,,,,,,,hru,,,,,,,,,,,,
fastcoef_lin:hru_85116,log,factor,0.010076,0.0080608,0.0120912,pargp,1.0,0.0,1,,,,,,,,,,,,,,,hru,,,,,,,,,,,,
freeh2o_cap:hru_84012,log,factor,0.05,0.01,0.1,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,hru,,,,,,,,,,,
freeh2o_cap:hru_84017,log,factor,0.05,0.01,0.1,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,hru,,,,,,,,,,,
freeh2o_cap:hru_84023,log,factor,0.05,0.01,0.1,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,hru,,,,,,,,,,,
freeh2o_cap:hru_84032,log,factor,0.05,0.01,0.1,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,hru,,,,,,,,,,,
freeh2o_cap:hru_84038,log,factor,0.05,0.01,0.1,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,hru,,,,,,,,,,,
freeh2o_cap:hru_84124,log,factor,0.05,0.01,0.1,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,hru,,,,,,,,,,,
freeh2o_cap:hru_84148,log,factor,0.05,0.01,0.1,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,hru,,,,,,,,,,,
freeh2o_cap:hru_84165,log,factor,0.05,0.01,0.1,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,hru,,,,,,,,,,,
freeh2o_cap:hru_85114,log,factor,0.05,0.01,0.1,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,hru,,,,,,,,,,,
freeh2o_cap:hru_85116,log,factor,0.05,0.01,0.1,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,hru,,,,,,,,,,,
gwflow_coef:hru_84012,log,factor,0.01113,0.0089039999999999,0.013356,pargp,1.0,0.0,1,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
gwflow_coef:hru_84017,log,factor,0.01066,0.0085279999999999,0.012792,pargp,1.0,0.0,1,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
gwflow_coef:hru_84023,log,factor,0.01113,0.0089039999999999,0.013356,pargp,1.0,0.0,1,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
gwflow_coef:hru_84032,log,factor,0.01048,0.0083839999999999,0.012576,pargp,1.0,0.0,1,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
gwflow_coef:hru_84038,log,factor,0.012,0.0096,0.0144,pargp,1.0,0.0,1,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
gwflow_coef:hru_84124,log,factor,0.01203,0.009624,0.014436,pargp,1.0,0.0,1,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
gwflow_coef:hru_84148,log,factor,0.01278,0.010224,0.0153359999999999,pargp,1.0,0.0,1,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
gwflow_coef:hru_84165,log,factor,0.0126,0.01008,0.01512,pargp,1.0,0.0,1,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
gwflow_coef:hru_85114,log,factor,0.01258,0.010064,0.0150959999999999,pargp,1.0,0.0,1,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
gwflow_coef:hru_85116,log,factor,0.01284,0.010272,0.015408,pargp,1.0,0.0,1,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84012:mon_1,log,factor,0.005714,0.0045712,0.0068568,pargp,1.0,0.0,1,,mon,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84012:mon_10,log,factor,0.007241,0.0057928,0.0086892,pargp,1.0,0.0,1,,mon,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84012:mon_11,log,factor,0.008079,0.0064632,0.0096948,pargp,1.0,0.0,1,,mon,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84012:mon_12,log,factor,0.007309,0.0058472,0.0087708,pargp,1.0,0.0,1,,mon,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84012:mon_2,log,factor,0.008837,0.0070696,0.0106044,pargp,1.0,0.0,1,,mon,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84012:mon_3,log,factor,0.008326,0.0066608,0.0099912,pargp,1.0,0.0,1,,mon,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84012:mon_4,log,factor,0.007719,0.0061752,0.0092628,pargp,1.0,0.0,1,,mon,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84012:mon_5,log,factor,0.007128,0.0057024,0.0085536,pargp,1.0,0.0,1,,mon,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84012:mon_6,log,factor,0.006349,0.0050792,0.0076187999999999,pargp,1.0,0.0,1,,mon,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84012:mon_7,log,factor,0.006783,0.0054264,0.0081396,pargp,1.0,0.0,1,,mon,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84012:mon_8,log,factor,0.007254,0.0058032,0.0087048,pargp,1.0,0.0,1,,mon,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84012:mon_9,log,factor,0.006984,0.0055872,0.0083808,pargp,1.0,0.0,1,,mon,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84017:mon_1,log,factor,0.00525,0.0042,0.0063,pargp,1.0,0.0,1,,,mon,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84017:mon_10,log,factor,0.007261,0.0058088,0.0087132,pargp,1.0,0.0,1,,,mon,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84017:mon_11,log,factor,0.007481,0.0059848,0.0089772,pargp,1.0,0.0,1,,,mon,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84017:mon_12,log,factor,0.006503,0.0052024,0.0078036,pargp,1.0,0.0,1,,,mon,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84017:mon_2,log,factor,0.00756,0.0060479999999999,0.009072,pargp,1.0,0.0,1,,,mon,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84017:mon_3,log,factor,0.007642,0.0061136,0.0091704,pargp,1.0,0.0,1,,,mon,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84017:mon_4,log,factor,0.007543,0.0060344,0.0090516,pargp,1.0,0.0,1,,,mon,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84017:mon_5,log,factor,0.007243,0.0057944,0.0086916,pargp,1.0,0.0,1,,,mon,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84017:mon_6,log,factor,0.006834,0.0054672,0.0082008,pargp,1.0,0.0,1,,,mon,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84017:mon_7,log,factor,0.007281,0.0058248,0.0087372,pargp,1.0,0.0,1,,,mon,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84017:mon_8,log,factor,0.007595,0.006076,0.009114,pargp,1.0,0.0,1,,,mon,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84017:mon_9,log,factor,0.007333,0.0058664,0.0087996,pargp,1.0,0.0,1,,,mon,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84023:mon_1,log,factor,0.004048,0.0032384,0.0048576,pargp,1.0,0.0,1,,,,mon,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84023:mon_10,log,factor,0.006119,0.0048952,0.0073428,pargp,1.0,0.0,1,,,,mon,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84023:mon_11,log,factor,0.00647,0.005176,0.007764,pargp,1.0,0.0,1,,,,mon,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84023:mon_12,log,factor,0.005445,0.004356,0.006534,pargp,1.0,0.0,1,,,,mon,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84023:mon_2,log,factor,0.006571,0.0052568,0.0078852,pargp,1.0,0.0,1,,,,mon,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84023:mon_3,log,factor,0.006631,0.0053048,0.0079572,pargp,1.0,0.0,1,,,,mon,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84023:mon_4,log,factor,0.00648,0.0051839999999999,0.007776,pargp,1.0,0.0,1,,,,mon,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84023:mon_5,log,factor,0.006103,0.0048824,0.0073235999999999,pargp,1.0,0.0,1,,,,mon,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84023:mon_6,log,factor,0.005591,0.0044728,0.0067091999999999,pargp,1.0,0.0,1,,,,mon,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84023:mon_7,log,factor,0.006024,0.0048192,0.0072288,pargp,1.0,0.0,1,,,,mon,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84023:mon_8,log,factor,0.006367,0.0050936,0.0076404,pargp,1.0,0.0,1,,,,mon,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84023:mon_9,log,factor,0.006112,0.0048896,0.0073344,pargp,1.0,0.0,1,,,,mon,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84032:mon_1,log,factor,0.005036,0.0040288,0.0060431999999999,pargp,1.0,0.0,1,,,,,mon,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84032:mon_10,log,factor,0.00711,0.005688,0.008532,pargp,1.0,0.0,1,,,,,mon,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84032:mon_11,log,factor,0.007275,0.00582,0.00873,pargp,1.0,0.0,1,,,,,mon,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84032:mon_12,log,factor,0.006204,0.0049632,0.0074448,pargp,1.0,0.0,1,,,,,mon,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84032:mon_2,log,factor,0.007244,0.0057951999999999,0.0086928,pargp,1.0,0.0,1,,,,,mon,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84032:mon_3,log,factor,0.007492,0.0059936,0.0089904,pargp,1.0,0.0,1,,,,,mon,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84032:mon_4,log,factor,0.007384,0.0059072,0.0088608,pargp,1.0,0.0,1,,,,,mon,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84032:mon_5,log,factor,0.007116,0.0056928,0.0085392,pargp,1.0,0.0,1,,,,,mon,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84032:mon_6,log,factor,0.006723,0.0053784,0.0080676,pargp,1.0,0.0,1,,,,,mon,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84032:mon_7,log,factor,0.007163,0.0057304,0.0085956,pargp,1.0,0.0,1,,,,,mon,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84032:mon_8,log,factor,0.007492,0.0059936,0.0089904,pargp,1.0,0.0,1,,,,,mon,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84032:mon_9,log,factor,0.007224,0.0057792,0.0086688,pargp,1.0,0.0,1,,,,,mon,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84038:mon_1,log,factor,0.004486,0.0035888,0.0053832,pargp,1.0,0.0,1,,,,,,mon,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84038:mon_10,log,factor,0.006714,0.0053712,0.0080568,pargp,1.0,0.0,1,,,,,,mon,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84038:mon_11,log,factor,0.007114,0.0056911999999999,0.0085368,pargp,1.0,0.0,1,,,,,,mon,,,,,,,hru,,,,,,,,,,,,,,
