parnme,partrans,parchglim,parval1,parlbnd,parubnd,pargp,scale,offset,dercom
cecn_coef:hru_85116:mon_5,log,factor,5.000000000000001,4.5,5.5,pargp,1.0,0.0,1
cecn_coef:hru_85116:mon_6,log,factor,5.000000000000001,4.5,5.5,pargp,1.0,0.0,1
cecn_coef:hru_85116:mon_7,log,factor,5.000000000000001,4.5,5.5,pargp,1.0,0.0,1
cecn_coef:hru_85116:mon_8,log,factor,5.000000000000001,4.5,5.5,pargp,1.0,0.0,1
cecn_coef:hru_85116:mon_9,log,factor,5.000000000000001,4.5,5.5,pargp,1.0,0.0,1
emis_noppt:hru_84012,log,factor,0.757,0.757,1.0,pargp,1.0,0.0,1
emis_noppt:hru_84017,log,factor,0.757,0.757,1.0,pargp,1.0,0.0,1
emis_noppt:hru_84023,log,factor,0.757,0.757,1.0,pargp,1.0,0.0,1
emis_noppt:hru_84032,log,factor,0.757,0.757,1.0,pargp,1.0,0.0,1
emis_noppt:hru_84038,log,factor,0.757,0.757,1.0,pargp,1.0,0.0,1
emis_noppt:hru_84124,log,factor,0.757,0.757,1.0,pargp,1.0,0.0,1
emis_noppt:hru_84148,log,factor,0.757,0.757,1.0,pargp,1.0,0.0,1
emis_noppt:hru_84165,log,factor,0.757,0.757,1.0,pargp,1.0,0.0,1
emis_noppt:hru_85114,log,factor,0.757,0.757,1.0,pargp,1.0,0.0,1
emis_noppt:hru_85116,log,factor,0.757,0.757,1.0,pargp,1.0,0.0,1
fastcoef_lin:hru_84012,log,factor,0.010012,0.0080096,0.0120144,pargp,1.0,0.0,1
fastcoef_lin:hru_84017,log,factor,0.012794,0.0102352,0.0153528,pargp,1.0,0.0,1
fastcoef_lin:hru_84023,log,factor,0.010015999999999999,0.008012799999999999,0.012019199999999999,pargp,1.0,0.0,1
fastcoef_lin:hru_84032,log,factor,0.010535000000000001,0.008428000000000001,0.012642,pargp,1.0,0.0,1
fastcoef_lin:hru_84038,log,factor,0.010238999999999998,0.0081912,0.012286799999999997,pargp,1.0,0.0,1
fastcoef_lin:hru_84124,log,factor,0.010047000000000002,0.008037600000000002,0.012056400000000002,pargp,1.0,0.0,1
fastcoef_lin:hru_84148,log,factor,0.010013000000000001,0.0080104,0.012015600000000001,pargp,1.0,0.0,1
fastcoef_lin:hru_84165,log,factor,0.010007000000000002,0.008005600000000002,0.012008400000000002,pargp,1.0,0.0,1
fastcoef_lin:hru_85114,log,factor,0.010024,0.0080192,0.0120288,pargp,1.0,0.0,1
fastcoef_lin:hru_85116,log,factor,0.010075999999999998,0.008060799999999998,0.012091199999999998,pargp,1.0,0.0,1
