iteration,total_runs,obs_realization,par_realization,g_min_actet_mean_mon,g_min_actet_mon,g_min_recharge_ann,g_min_runoff_mon,g_min_sca_daily,g_min_soil_moist_ann,g_min_soil_moist_mon,l_max_actet_mean_mon,l_max_actet_mon,l_max_recharge_ann,l_max_runoff_mon,l_max_sca_daily,l_max_soil_moist_ann,l_max_soil_moist_mon,streamflow_daily_pulse_asc,streamflow_daily_pulse_dsc,streamflow_daily_low,streamflow_daily_exlow,streamflow_mean_mon,streamflow_mon
0,1,base,base,0.240902,4.4141,174.406,215565,0,78.3923,794.605,0.752503,14.5911,8.28075,9.39831e+07,0,10.0489,17.5939,53923.6,140105,289806,43177.2,1179.59,14983.7
