parnme,partrans,parchglim,parval1,parlbnd,parubnd,pargp,scale,offset,dercom,rain,84012,84017,84023,84032,84038,84124,84148,84165,85114,85116,max,coef,noppt,lin,cap,n,sublim,trncf,radmax,adj,sq,thresh,frac,exp,rate,allsnow
cecn_coef:hru_84032:mon_12,log,factor,5.0,4.5,5.5,pargp,1.0,0.0,1,,,,,mon,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84032:mon_2,log,factor,5.0,4.5,5.5,pargp,1.0,0.0,1,,,,,mon,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84032:mon_3,log,factor,5.0,4.5,5.5,pargp,1.0,0.0,1,,,,,mon,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84032:mon_4,log,factor,5.0,4.5,5.5,pargp,1.0,0.0,1,,,,,mon,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84032:mon_5,log,factor,5.0,4.5,5.5,pargp,1.0,0.0,1,,,,,mon,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84032:mon_6,log,factor,5.0,4.5,5.5,pargp,1.0,0.0,1,,,,,mon,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84032:mon_7,log,factor,5.0,4.5,5.5,pargp,1.0,0.0,1,,,,,mon,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84032:mon_8,log,factor,5.0,4.5,5.5,pargp,1.0,0.0,1,,,,,mon,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84032:mon_9,log,factor,5.0,4.5,5.5,pargp,1.0,0.0,1,,,,,mon,,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84038:mon_1,log,factor,5.0,4.5,5.5,pargp,1.0,0.0,1,,,,,,mon,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84038:mon_10,log,factor,5.0,4.5,5.5,pargp,1.0,0.0,1,,,,,,mon,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84038:mon_11,log,factor,5.0,4.5,5.5,pargp,1.0,0.0,1,,,,,,mon,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84038:mon_12,log,factor,5.0,4.5,5.5,pargp,1.0,0.0,1,,,,,,mon,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84038:mon_2,log,factor,5.0,4.5,5.5,pargp,1.0,0.0,1,,,,,,mon,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84038:mon_3,log,factor,5.0,4.5,5.5,pargp,1.0,0.0,1,,,,,,mon,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84038:mon_4,log,factor,5.0,4.5,5.5,pargp,1.0,0.0,1,,,,,,mon,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84038:mon_5,log,factor,5.0,4.5,5.5,pargp,1.0,0.0,1,,,,,,mon,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84038:mon_6,log,factor,5.0,4.5,5.5,pargp,1.0,0.0,1,,,,,,mon,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84038:mon_7,log,factor,5.0,4.5,5.5,pargp,1.0,0.0,1,,,,,,mon,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84038:mon_8,log,factor,5.0,4.5,5.5,pargp,1.0,0.0,1,,,,,,mon,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84038:mon_9,log,factor,5.0,4.5,5.5,pargp,1.0,0.0,1,,,,,,mon,,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84124:mon_1,log,factor,5.0,4.5,5.5,pargp,1.0,0.0,1,,,,,,,mon,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84124:mon_10,log,factor,5.0,4.5,5.5,pargp,1.0,0.0,1,,,,,,,mon,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84124:mon_11,log,factor,5.0,4.5,5.5,pargp,1.0,0.0,1,,,,,,,mon,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84124:mon_12,log,factor,5.0,4.5,5.5,pargp,1.0,0.0,1,,,,,,,mon,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84124:mon_2,log,factor,5.0,4.5,5.5,pargp,1.0,0.0,1,,,,,,,mon,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84124:mon_3,log,factor,5.0,4.5,5.5,pargp,1.0,0.0,1,,,,,,,mon,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84124:mon_4,log,factor,5.0,4.5,5.5,pargp,1.0,0.0,1,,,,,,,mon,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84124:mon_5,log,factor,5.0,4.5,5.5,pargp,1.0,0.0,1,,,,,,,mon,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84124:mon_6,log,factor,5.0,4.5,5.5,pargp,1.0,0.0,1,,,,,,,mon,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84124:mon_7,log,factor,5.0,4.5,5.5,pargp,1.0,0.0,1,,,,,,,mon,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84124:mon_8,log,factor,5.0,4.5,5.5,pargp,1.0,0.0,1,,,,,,,mon,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84124:mon_9,log,factor,5.0,4.5,5.5,pargp,1.0,0.0,1,,,,,,,mon,,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84148:mon_1,log,factor,5.0,4.5,5.5,pargp,1.0,0.0,1,,,,,,,,mon,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84148:mon_10,log,factor,5.0,4.5,5.5,pargp,1.0,0.0,1,,,,,,,,mon,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84148:mon_11,log,factor,5.0,4.5,5.5,pargp,1.0,0.0,1,,,,,,,,mon,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84148:mon_12,log,factor,5.0,4.5,5.5,pargp,1.0,0.0,1,,,,,,,,mon,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84148:mon_2,log,factor,5.0,4.5,5.5,pargp,1.0,0.0,1,,,,,,,,mon,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84148:mon_3,log,factor,5.0,4.5,5.5,pargp,1.0,0.0,1,,,,,,,,mon,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84148:mon_4,log,factor,5.0,4.5,5.5,pargp,1.0,0.0,1,,,,,,,,mon,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84148:mon_5,log,factor,5.0,4.5,5.5,pargp,1.0,0.0,1,,,,,,,,mon,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84148:mon_6,log,factor,5.0,4.5,5.5,pargp,1.0,0.0,1,,,,,,,,mon,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84148:mon_7,log,factor,5.0,4.5,5.5,pargp,1.0,0.0,1,,,,,,,,mon,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84148:mon_8,log,factor,5.0,4.5,5.5,pargp,1.0,0.0,1,,,,,,,,mon,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84148:mon_9,log,factor,5.0,4.5,5.5,pargp,1.0,0.0,1,,,,,,,,mon,,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84165:mon_1,log,factor,5.0,4.5,5.5,pargp,1.0,0.0,1,,,,,,,,,mon,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84165:mon_10,log,factor,5.0,4.5,5.5,pargp,1.0,0.0,1,,,,,,,,,mon,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84165:mon_11,log,factor,5.0,4.5,5.5,pargp,1.0,0.0,1,,,,,,,,,mon,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84165:mon_12,log,factor,5.0,4.5,5.5,pargp,1.0,0.0,1,,,,,,,,,mon,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84165:mon_2,log,factor,5.0,4.5,5.5,pargp,1.0,0.0,1,,,,,,,,,mon,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84165:mon_3,log,factor,5.0,4.5,5.5,pargp,1.0,0.0,1,,,,,,,,,mon,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84165:mon_4,log,factor,5.0,4.5,5.5,pargp,1.0,0.0,1,,,,,,,,,mon,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84165:mon_5,log,factor,5.0,4.5,5.5,pargp,1.0,0.0,1,,,,,,,,,mon,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84165:mon_6,log,factor,5.0,4.5,5.5,pargp,1.0,0.0,1,,,,,,,,,mon,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84165:mon_7,log,factor,5.0,4.5,5.5,pargp,1.0,0.0,1,,,,,,,,,mon,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84165:mon_8,log,factor,5.0,4.5,5.5,pargp,1.0,0.0,1,,,,,,,,,mon,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_84165:mon_9,log,factor,5.0,4.5,5.5,pargp,1.0,0.0,1,,,,,,,,,mon,,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_85114:mon_1,log,factor,5.0,4.5,5.5,pargp,1.0,0.0,1,,,,,,,,,,mon,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_85114:mon_10,log,factor,5.0,4.5,5.5,pargp,1.0,0.0,1,,,,,,,,,,mon,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_85114:mon_11,log,factor,5.0,4.5,5.5,pargp,1.0,0.0,1,,,,,,,,,,mon,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_85114:mon_12,log,factor,5.0,4.5,5.5,pargp,1.0,0.0,1,,,,,,,,,,mon,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_85114:mon_2,log,factor,5.0,4.5,5.5,pargp,1.0,0.0,1,,,,,,,,,,mon,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_85114:mon_3,log,factor,5.0,4.5,5.5,pargp,1.0,0.0,1,,,,,,,,,,mon,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_85114:mon_4,log,factor,5.0,4.5,5.5,pargp,1.0,0.0,1,,,,,,,,,,mon,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_85114:mon_5,log,factor,5.0,4.5,5.5,pargp,1.0,0.0,1,,,,,,,,,,mon,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_85114:mon_6,log,factor,5.0,4.5,5.5,pargp,1.0,0.0,1,,,,,,,,,,mon,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_85114:mon_7,log,factor,5.0,4.5,5.5,pargp,1.0,0.0,1,,,,,,,,,,mon,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_85114:mon_8,log,factor,5.0,4.5,5.5,pargp,1.0,0.0,1,,,,,,,,,,mon,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_85114:mon_9,log,factor,5.0,4.5,5.5,pargp,1.0,0.0,1,,,,,,,,,,mon,,,hru,,,,,,,,,,,,,,
cecn_coef:hru_85116:mon_1,log,factor,5.0,4.5,5.5,pargp,1.0,0.0,1,,,,,,,,,,,mon,,hru,,,,,,,,,,,,,,
cecn_coef:hru_85116:mon_10,log,factor,5.0,4.5,5.5,pargp,1.0,0.0,1,,,,,,,,,,,mon,,hru,,,,,,,,,,,,,,
cecn_coef:hru_85116:mon_11,log,factor,5.0,4.5,5.5,pargp,1.0,0.0,1,,,,,,,,,,,mon,,hru,,,,,,,,,,,,,,
cecn_coef:hru_85116:mon_12,log,factor,5.0,4.5,5.5,pargp,1.0,0.0,1,,,,,,,,,,,mon,,hru,,,,,,,,,,,,,,
cecn_coef:hru_85116:mon_2,log,factor,5.0,4.5,5.5,pargp,1.0,0.0,1,,,,,,,,,,,mon,,hru,,,,,,,,,,,,,,
cecn_coef:hru_85116:mon_3,log,factor,5.0,4.5,5.5,pargp,1.0,0.0,1,,,,,,,,,,,mon,,hru,,,,,,,,,,,,,,
cecn_coef:hru_85116:mon_4,log,factor,5.0,4.5,5.5,pargp,1.0,0.0,1,,,,,,,,,,,mon,,hru,,,,,,,,,,,,,,
cecn_coef:hru_85116:mon_5,log,factor,5.0,4.5,5.5,pargp,1.0,0.0,1,,,,,,,,,,,mon,,hru,,,,,,,,,,,,,,
cecn_coef:hru_85116:mon_6,log,factor,5.0,4.5,5.5,pargp,1.0,0.0,1,,,,,,,,,,,mon,,hru,,,,,,,,,,,,,,
cecn_coef:hru_85116:mon_7,log,factor,5.0,4.5,5.5,pargp,1.0,0.0,1,,,,,,,,,,,mon,,hru,,,,,,,,,,,,,,
cecn_coef:hru_85116:mon_8,log,factor,5.0,4.5,5.5,pargp,1.0,0.0,1,,,,,,,,,,,mon,,hru,,,,,,,,,,,,,,
cecn_coef:hru_85116:mon_9,log,factor,5.0,4.5,5.5,pargp,1.0,0.0,1,,,,,,,,,,,mon,,hru,,,,,,,,,,,,,,
emis_noppt:hru_84012,log,factor,0.7813,0.757,1.0,pargp,1.0,0.0,1,,,,,,,,,,,,,,hru,,,,,,,,,,,,,
emis_noppt:hru_84017,log,factor,0.7813,0.757,1.0,pargp,1.0,0.0,1,,,,,,,,,,,,,,hru,,,,,,,,,,,,,
emis_noppt:hru_84023,log,factor,0.7813,0.757,1.0,pargp,1.0,0.0,1,,,,,,,,,,,,,,hru,,,,,,,,,,,,,
emis_noppt:hru_84032,log,factor,0.7813,0.757,1.0,pargp,1.0,0.0,1,,,,,,,,,,,,,,hru,,,,,,,,,,,,,
emis_noppt:hru_84038,log,factor,0.7813,0.757,1.0,pargp,1.0,0.0,1,,,,,,,,,,,,,,hru,,,,,,,,,,,,,
emis_noppt:hru_84124,log,factor,0.7813,0.757,1.0,pargp,1.0,0.0,1,,,,,,,,,,,,,,hru,,,,,,,,,,,,,
emis_noppt:hru_84148,log,factor,0.7813,0.757,1.0,pargp,1.0,0.0,1,,,,,,,,,,,,,,hru,,,,,,,,,,,,,
emis_noppt:hru_84165,log,factor,0.7813,0.757,1.0,pargp,1.0,0.0,1,,,,,,,,,,,,,,hru,,,,,,,,,,,,,
emis_noppt:hru_85114,log,factor,0.7813,0.757,1.0,pargp,1.0,0.0,1,,,,,,,,,,,,,,hru,,,,,,,,,,,,,
emis_noppt:hru_85116,log,factor,0.7813,0.757,1.0,pargp,1.0,0.0,1,,,,,,,,,,,,,,hru,,,,,,,,,,,,,
fastcoef_lin:hru_84012,log,factor,0.1,0.01,0.6,pargp,1.0,0.0,1,,,,,,,,,,,,,,,hru,,,,,,,,,,,,
fastcoef_lin:hru_84017,log,factor,0.1,0.01,0.6,pargp,1.0,0.0,1,,,,,,,,,,,,,,,hru,,,,,,,,,,,,
fastcoef_lin:hru_84023,log,factor,0.1,0.01,0.6,pargp,1.0,0.0,1,,,,,,,,,,,,,,,hru,,,,,,,,,,,,
fastcoef_lin:hru_84032,log,factor,0.1,0.01,0.6,pargp,1.0,0.0,1,,,,,,,,,,,,,,,hru,,,,,,,,,,,,
fastcoef_lin:hru_84038,log,factor,0.1,0.01,0.6,pargp,1.0,0.0,1,,,,,,,,,,,,,,,hru,,,,,,,,,,,,
fastcoef_lin:hru_84124,log,factor,0.1,0.01,0.6,pargp,1.0,0.0,1,,,,,,,,,,,,,,,hru,,,,,,,,,,,,
fastcoef_lin:hru_84148,log,factor,0.1,0.01,0.6,pargp,1.0,0.0,1,,,,,,,,,,,,,,,hru,,,,,,,,,,,,
fastcoef_lin:hru_84165,log,factor,0.1,0.01,0.6,pargp,1.0,0.0,1,,,,,,,,,,,,,,,hru,,,,,,,,,,,,
fastcoef_lin:hru_85114,log,factor,0.1,0.01,0.6,pargp,1.0,0.0,1,,,,,,,,,,,,,,,hru,,,,,,,,,,,,
fastcoef_lin:hru_85116,log,factor,0.1,0.01,0.6,pargp,1.0,0.0,1,,,,,,,,,,,,,,,hru,,,,,,,,,,,,
freeh2o_cap:hru_84012,log,factor,0.05,0.01,0.1,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,hru,,,,,,,,,,,
freeh2o_cap:hru_84017,log,factor,0.05,0.01,0.1,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,hru,,,,,,,,,,,
freeh2o_cap:hru_84023,log,factor,0.05,0.01,0.1,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,hru,,,,,,,,,,,
freeh2o_cap:hru_84032,log,factor,0.05,0.01,0.1,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,hru,,,,,,,,,,,
freeh2o_cap:hru_84038,log,factor,0.05,0.01,0.1,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,hru,,,,,,,,,,,
freeh2o_cap:hru_84124,log,factor,0.05,0.01,0.1,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,hru,,,,,,,,,,,
freeh2o_cap:hru_84148,log,factor,0.05,0.01,0.1,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,hru,,,,,,,,,,,
freeh2o_cap:hru_84165,log,factor,0.05,0.01,0.1,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,hru,,,,,,,,,,,
freeh2o_cap:hru_85114,log,factor,0.05,0.01,0.1,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,hru,,,,,,,,,,,
freeh2o_cap:hru_85116,log,factor,0.05,0.01,0.1,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,hru,,,,,,,,,,,
gwflow_coef:hru_84012,log,factor,0.015,0.001,0.1,pargp,1.0,0.0,1,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
gwflow_coef:hru_84017,log,factor,0.015,0.001,0.1,pargp,1.0,0.0,1,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
gwflow_coef:hru_84023,log,factor,0.015,0.001,0.1,pargp,1.0,0.0,1,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
gwflow_coef:hru_84032,log,factor,0.015,0.001,0.1,pargp,1.0,0.0,1,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
gwflow_coef:hru_84038,log,factor,0.015,0.001,0.1,pargp,1.0,0.0,1,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
gwflow_coef:hru_84124,log,factor,0.015,0.001,0.1,pargp,1.0,0.0,1,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
gwflow_coef:hru_84148,log,factor,0.015,0.001,0.1,pargp,1.0,0.0,1,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
gwflow_coef:hru_84165,log,factor,0.015,0.001,0.1,pargp,1.0,0.0,1,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
gwflow_coef:hru_85114,log,factor,0.015,0.001,0.1,pargp,1.0,0.0,1,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
gwflow_coef:hru_85116,log,factor,0.015,0.001,0.1,pargp,1.0,0.0,1,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84012:mon_1,none,relative,0.02,0.0,0.2,pargp,1.0,0.0,1,,mon,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84012:mon_10,none,relative,0.02,0.0,0.2,pargp,1.0,0.0,1,,mon,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84012:mon_11,none,relative,0.02,0.0,0.2,pargp,1.0,0.0,1,,mon,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84012:mon_12,none,relative,0.02,0.0,0.2,pargp,1.0,0.0,1,,mon,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84012:mon_2,none,relative,0.02,0.0,0.2,pargp,1.0,0.0,1,,mon,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84012:mon_3,none,relative,0.02,0.0,0.2,pargp,1.0,0.0,1,,mon,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84012:mon_4,none,relative,0.02,0.0,0.2,pargp,1.0,0.0,1,,mon,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84012:mon_5,none,relative,0.02,0.0,0.2,pargp,1.0,0.0,1,,mon,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84012:mon_6,none,relative,0.02,0.0,0.2,pargp,1.0,0.0,1,,mon,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84012:mon_7,none,relative,0.02,0.0,0.2,pargp,1.0,0.0,1,,mon,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84012:mon_8,none,relative,0.02,0.0,0.2,pargp,1.0,0.0,1,,mon,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84012:mon_9,none,relative,0.02,0.0,0.2,pargp,1.0,0.0,1,,mon,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84017:mon_1,none,relative,0.02,0.0,0.2,pargp,1.0,0.0,1,,,mon,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84017:mon_10,none,relative,0.02,0.0,0.2,pargp,1.0,0.0,1,,,mon,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84017:mon_11,none,relative,0.02,0.0,0.2,pargp,1.0,0.0,1,,,mon,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84017:mon_12,none,relative,0.02,0.0,0.2,pargp,1.0,0.0,1,,,mon,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84017:mon_2,none,relative,0.02,0.0,0.2,pargp,1.0,0.0,1,,,mon,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84017:mon_3,none,relative,0.02,0.0,0.2,pargp,1.0,0.0,1,,,mon,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84017:mon_4,none,relative,0.02,0.0,0.2,pargp,1.0,0.0,1,,,mon,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84017:mon_5,none,relative,0.02,0.0,0.2,pargp,1.0,0.0,1,,,mon,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84017:mon_6,none,relative,0.02,0.0,0.2,pargp,1.0,0.0,1,,,mon,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84017:mon_7,none,relative,0.02,0.0,0.2,pargp,1.0,0.0,1,,,mon,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84017:mon_8,none,relative,0.02,0.0,0.2,pargp,1.0,0.0,1,,,mon,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84017:mon_9,none,relative,0.02,0.0,0.2,pargp,1.0,0.0,1,,,mon,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84023:mon_1,none,relative,0.02,0.0,0.2,pargp,1.0,0.0,1,,,,mon,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84023:mon_10,none,relative,0.02,0.0,0.2,pargp,1.0,0.0,1,,,,mon,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84023:mon_11,none,relative,0.02,0.0,0.2,pargp,1.0,0.0,1,,,,mon,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84023:mon_12,none,relative,0.02,0.0,0.2,pargp,1.0,0.0,1,,,,mon,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84023:mon_2,none,relative,0.02,0.0,0.2,pargp,1.0,0.0,1,,,,mon,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84023:mon_3,none,relative,0.02,0.0,0.2,pargp,1.0,0.0,1,,,,mon,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84023:mon_4,none,relative,0.02,0.0,0.2,pargp,1.0,0.0,1,,,,mon,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84023:mon_5,none,relative,0.02,0.0,0.2,pargp,1.0,0.0,1,,,,mon,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84023:mon_6,none,relative,0.02,0.0,0.2,pargp,1.0,0.0,1,,,,mon,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84023:mon_7,none,relative,0.02,0.0,0.2,pargp,1.0,0.0,1,,,,mon,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84023:mon_8,none,relative,0.02,0.0,0.2,pargp,1.0,0.0,1,,,,mon,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84023:mon_9,none,relative,0.02,0.0,0.2,pargp,1.0,0.0,1,,,,mon,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84032:mon_1,none,relative,0.02,0.0,0.2,pargp,1.0,0.0,1,,,,,mon,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84032:mon_10,none,relative,0.02,0.0,0.2,pargp,1.0,0.0,1,,,,,mon,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84032:mon_11,none,relative,0.02,0.0,0.2,pargp,1.0,0.0,1,,,,,mon,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84032:mon_12,none,relative,0.02,0.0,0.2,pargp,1.0,0.0,1,,,,,mon,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84032:mon_2,none,relative,0.02,0.0,0.2,pargp,1.0,0.0,1,,,,,mon,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84032:mon_3,none,relative,0.02,0.0,0.2,pargp,1.0,0.0,1,,,,,mon,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84032:mon_4,none,relative,0.02,0.0,0.2,pargp,1.0,0.0,1,,,,,mon,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84032:mon_5,none,relative,0.02,0.0,0.2,pargp,1.0,0.0,1,,,,,mon,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84032:mon_6,none,relative,0.02,0.0,0.2,pargp,1.0,0.0,1,,,,,mon,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84032:mon_7,none,relative,0.02,0.0,0.2,pargp,1.0,0.0,1,,,,,mon,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84032:mon_8,none,relative,0.02,0.0,0.2,pargp,1.0,0.0,1,,,,,mon,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84032:mon_9,none,relative,0.02,0.0,0.2,pargp,1.0,0.0,1,,,,,mon,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84038:mon_1,none,relative,0.02,0.0,0.2,pargp,1.0,0.0,1,,,,,,mon,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84038:mon_10,none,relative,0.02,0.0,0.2,pargp,1.0,0.0,1,,,,,,mon,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84038:mon_11,none,relative,0.02,0.0,0.2,pargp,1.0,0.0,1,,,,,,mon,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84038:mon_12,none,relative,0.02,0.0,0.2,pargp,1.0,0.0,1,,,,,,mon,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84038:mon_2,none,relative,0.02,0.0,0.2,pargp,1.0,0.0,1,,,,,,mon,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84038:mon_3,none,relative,0.02,0.0,0.2,pargp,1.0,0.0,1,,,,,,mon,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84038:mon_4,none,relative,0.02,0.0,0.2,pargp,1.0,0.0,1,,,,,,mon,,,,,,,hru,,,,,,,,,,,,,,
