obsnme,obsval,weight,obgnme,lower_bound,upper_bound
sca_daily:2003_2_4:84124,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_2_4:84148,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_2_4:84165,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_2_4:85114,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_2_4:85116,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_2_5:84012,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_2_5:84017,0.6583999991416931,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_2_5:84023,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_2_5:84032,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_2_5:84038,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_2_5:84124,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_2_5:84148,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_2_5:84165,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_2_5:85114,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_2_5:85116,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_2_6:84012,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_2_6:84017,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_2_6:84023,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_2_6:84032,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_2_6:84038,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_2_6:84124,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_2_6:84148,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_2_6:84165,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_2_6:85114,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_2_6:85116,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_2_7:84012,0.9864097237586976,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_2_7:84017,0.985100030899048,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_2_7:84023,0.958914279937744,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_2_7:84032,0.9629828929901124,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_2_7:84038,0.9926779866218568,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_2_7:84124,0.960354208946228,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_2_7:84148,0.965761125087738,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_2_7:84165,0.9699654579162598,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_2_7:85114,0.9909064769744872,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_2_7:85116,1.0,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_2_8:84012,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_2_8:84017,0.913599967956543,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_2_8:84023,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_2_8:84032,0.7508794665336609,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_2_8:84038,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_2_8:84124,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_2_8:84148,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_2_8:84165,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_2_8:85114,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_2_8:85116,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_2_9:84012,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_2_9:84017,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_2_9:84023,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_2_9:84032,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_2_9:84038,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_2_9:84124,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_2_9:84148,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_2_9:84165,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_2_9:85114,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_2_9:85116,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_10:84012,0.8468323945999146,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_3_10:84017,0.7078999876976013,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_3_10:84023,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_10:84032,0.7485404014587402,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_3_10:84038,0.9577906727790833,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_3_10:84124,0.6943490505218506,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_3_10:84148,0.8697916269302368,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_3_10:84165,0.8828089237213135,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_3_10:85114,0.9702391624450684,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_3_10:85116,0.9056496620178224,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_3_11:84012,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_11:84017,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_11:84023,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_11:84032,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_11:84038,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_11:84124,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_11:84148,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_11:84165,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_11:85114,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_11:85116,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_12:84012,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_12:84017,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_12:84023,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_12:84032,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_12:84038,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_12:84124,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_12:84148,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_12:84165,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_12:85114,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_12:85116,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_13:84012,0.9781836271286012,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_3_13:84017,0.959999978542328,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_3_13:84023,0.945679783821106,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_3_13:84032,0.9648212194442748,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_3_13:84038,0.9917832016944884,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_3_13:84124,0.9747620820999146,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_3_13:84148,0.977422833442688,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_3_13:84165,0.9858720302581788,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_3_13:85114,0.9997020959854126,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_3_13:85116,0.9999815225601196,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_3_14:84012,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_14:84017,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_14:84023,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_14:84032,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_14:84038,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_14:84124,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_14:84148,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_14:84165,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_14:85114,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_14:85116,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_15:84012,0.9000327587127686,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_3_15:84017,0.8839999437332153,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_3_15:84023,0.886583149433136,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_3_15:84032,0.9008454084396362,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_3_15:84038,0.809443473815918,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_3_15:84124,0.779477596282959,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_3_15:84148,0.9107308387756348,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_3_15:84165,0.9393330812454224,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_3_15:85114,0.9941850900650024,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_3_15:85116,0.9664642810821532,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_3_16:84012,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_16:84017,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_16:84023,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_16:84032,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_16:84038,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_16:84124,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_16:84148,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_16:84165,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_16:85114,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_16:85116,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_17:84012,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_17:84017,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_17:84023,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_17:84032,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_17:84038,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_17:84124,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_17:84148,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_17:84165,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_17:85114,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_17:85116,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_18:84012,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_18:84017,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_18:84023,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_18:84032,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_18:84038,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_18:84124,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_18:84148,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_18:84165,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_18:85114,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_18:85116,0.8064243793487549,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_3_19:84012,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_19:84017,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_19:84023,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_19:84032,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_19:84038,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_19:84124,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_19:84148,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_19:84165,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_19:85114,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_19:85116,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_1:84012,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_1:84017,0.7183999419212341,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_3_1:84023,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_1:84032,0.716393232345581,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_3_1:84038,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_1:84124,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_1:84148,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_1:84165,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_1:85114,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_1:85116,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_20:84012,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_20:84017,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_20:84023,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_20:84032,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_20:84038,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_20:84124,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_20:84148,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_20:84165,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_20:85114,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_20:85116,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_21:84012,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_21:84017,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_21:84023,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_21:84032,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_21:84038,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_21:84124,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_21:84148,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_21:84165,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_21:85114,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_21:85116,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_22:84012,0.8802372813224792,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_3_22:84017,0.931999921798706,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_3_22:84023,0.8202494382858276,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_3_22:84032,0.9338239431381226,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_3_22:84038,0.9967177510261536,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_3_22:84124,0.9689685702323914,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_3_22:84148,0.9741805791854858,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_3_22:84165,0.9799148440361024,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_3_22:85114,0.9964301586151124,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_3_22:85116,0.988363802433014,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_3_23:84012,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_23:84017,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_23:84023,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_23:84032,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_23:84038,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_23:84124,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_23:84148,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_23:84165,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_23:85114,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_23:85116,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_24:84012,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_24:84017,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_24:84023,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_24:84032,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_24:84038,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_24:84124,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_24:84148,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_24:84165,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_24:85114,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_24:85116,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_25:84012,0.8636296391487122,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_3_25:84017,1.0,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_3_25:84023,0.901313304901123,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_3_25:84032,1.0,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_3_25:84038,1.0,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_3_25:84124,1.0,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_3_25:84148,1.0,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_3_25:84165,0.9979219436645508,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_3_25:85114,1.0,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_3_25:85116,1.0,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_3_26:84012,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_26:84017,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_26:84023,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_26:84032,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_26:84038,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_26:84124,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_26:84148,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_26:84165,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_26:85114,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_26:85116,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_27:84012,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_27:84017,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_27:84023,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_27:84032,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_27:84038,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_27:84124,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_27:84148,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_27:84165,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_27:85114,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_27:85116,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_28:84012,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_28:84017,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_28:84023,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_28:84032,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_28:84038,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_28:84124,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_28:84148,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_28:84165,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_28:85114,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_28:85116,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_29:84012,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_29:84017,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_29:84023,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_29:84032,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_29:84038,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_29:84124,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_29:84148,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_29:84165,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_29:85114,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_29:85116,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_2:84012,1.0,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_3_2:84017,1.0,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_3_2:84023,0.9920964241027832,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_3_2:84032,1.0,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_3_2:84038,0.9602134227752686,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_3_2:84124,0.9965558052062988,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_3_2:84148,0.9970254898071288,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_3_2:84165,0.9256803393363952,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_3_2:85114,1.0,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_3_2:85116,1.0,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_3_30:84012,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_30:84017,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_30:84023,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_30:84032,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_30:84038,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_30:84124,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_30:84148,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_30:84165,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_30:85114,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_30:85116,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_31:84012,0.7015066146850586,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_3_31:84017,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_31:84023,0.5651378035545349,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_3_31:84032,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_31:84038,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_31:84124,0.8211615681648254,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_3_31:84148,0.8936724662780762,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_3_31:84165,0.8678421378135681,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_3_31:85114,0.8306221961975098,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_3_31:85116,0.9075421094894408,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_3_3:84012,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_3:84017,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_3:84023,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_3:84032,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_3:84038,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_3:84124,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_3:84148,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_3:84165,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_3:85114,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_3:85116,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_4:84012,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_4:84017,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_4:84023,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_4:84032,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_4:84038,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_4:84124,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_4:84148,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_4:84165,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_4:85114,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_4:85116,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_5:84012,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_5:84017,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_5:84023,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_5:84032,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_5:84038,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_5:84124,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_5:84148,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_5:84165,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_5:85114,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_5:85116,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_6:84012,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_6:84017,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_6:84023,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_6:84032,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_6:84038,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_6:84124,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_6:84148,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_6:84165,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_6:85114,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_6:85116,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_7:84012,0.7506601810455322,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_3_7:84017,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_7:84023,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_7:84032,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_7:84038,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_7:84124,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_7:84148,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_7:84165,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_7:85114,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_7:85116,-9999.0,0.0,sca_daily,0,1.0
sca_daily:2003_3_8:84012,0.8383277058601379,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_3_8:84017,1.0,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_3_8:84023,0.8496783375740051,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_3_8:84032,1.0,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_3_8:84038,1.0,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_3_8:84124,0.9943054914474488,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_3_8:84148,0.9946194291114808,452.55759000662965,sca_daily,0,1.0
sca_daily:2003_3_8:84165,0.7481987476348877,452.55759000662965,sca_daily,0,1.0
