iteration,total_runs,obs_realization,par_realization,actet_mean_mon,actet_mon,recharge_ann,runoff_mon,sca_daily,soil_moist_ann,soil_moist_mon,obgnme,streamflow_daily_small_dsc,streamflow_daily_pulse_asc,streamflow_daily_pulse_dsc,streamflow_daily_low,streamflow_daily_exlow,streamflow_mean_mon,streamflow_mon
0,1,base,base,1.12918e+10,2.25836e+10,1.12918e+10,2.25836e+10,1.12918e+10,1.12918e+10,1.12918e+10,0,1.58085e+10,1.58085e+10,1.58085e+10,1.58085e+10,1.58085e+10,2.25836e+10,2.25836e+10
