iteration,total_runs,obs_realization,par_realization,g_min_actet_mean_mon,g_min_actet_mon,g_min_recharge_ann,g_min_runoff_mon,g_min_sca_daily,g_min_soil_moist_ann,g_min_soil_moist_mon,l_max_actet_mean_mon,l_max_actet_mon,l_max_recharge_ann,l_max_runoff_mon,l_max_sca_daily,l_max_soil_moist_ann,l_max_soil_moist_mon,streamflow_nodata,streamflow_daily_small_dsc,streamflow_daily_pulse_asc,streamflow_daily_pulse_dsc,streamflow_daily_low,streamflow_daily_exlow,streamflow_mean_mon,streamflow_mon
0,1,base,base,0.339207,7.3411,25.3668,7.6217,0,40.7711,1070.84,0.555548,7.83591,87.585,5.6716e+07,0,304.342,272.66,4.76009e+11,99.7192,546186,224415,5.55434e+07,4.05026e+07,1.2833e+09,1.56243e+10
