parnme,partrans,parchglim,parval1,parlbnd,parubnd,pargp,scale,offset,dercom,rain,5621,5625,5628,5635,5637,5643,5678,5679,5686,5690,5693,5697,5703,5728,7128,7156,7157,max,coef,noppt,lin,cap,n,sublim,trncf,radmax,adj,sq,exp,thresh,frac,rate,allsnow
gwflow_coef:hru_5625,log,factor,0.03026,0.024208,0.036312,obs_combo_5,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
gwflow_coef:hru_5628,log,factor,0.024,0.0192,0.0288,obs_combo_5,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
gwflow_coef:hru_5635,log,factor,0.0248599999999999,0.0198879999999999,0.0298319999999999,obs_combo_5,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
gwflow_coef:hru_5637,log,factor,0.0238699999999999,0.0190959999999999,0.0286439999999999,obs_combo_5,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
gwflow_coef:hru_5643,log,factor,0.02231,0.017848,0.026772,obs_combo_5,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
gwflow_coef:hru_5678,log,factor,0.0243699999999999,0.0194959999999999,0.0292439999999999,obs_combo_5,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
gwflow_coef:hru_5679,log,factor,0.02125,0.017,0.0255,obs_combo_5,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
gwflow_coef:hru_5686,log,factor,0.0245199999999999,0.0196159999999999,0.0294239999999999,obs_combo_5,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
gwflow_coef:hru_5690,log,factor,0.01971,0.015768,0.023652,obs_combo_5,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
gwflow_coef:hru_5693,log,factor,0.02106,0.016848,0.025272,obs_combo_5,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
gwflow_coef:hru_5697,log,factor,0.0256799999999999,0.020544,0.0308159999999999,obs_combo_5,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
gwflow_coef:hru_5703,log,factor,0.02509,0.020072,0.030108,obs_combo_5,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
gwflow_coef:hru_5728,log,factor,0.0260499999999999,0.0208399999999999,0.0312599999999999,obs_combo_5,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
gwflow_coef:hru_7128,log,factor,0.02324,0.018592,0.027888,obs_combo_5,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
gwflow_coef:hru_7156,log,factor,0.0250699999999999,0.0200559999999999,0.0300839999999999,obs_combo_5,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
gwflow_coef:hru_7157,log,factor,0.02328,0.018624,0.027936,obs_combo_5,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5621:mon_1,log,factor,0.005328,0.0042624,0.0063936,obs_combo_4,1.0,0.0,1,,mon,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5621:mon_10,log,factor,0.00766,0.006128,0.009192,obs_combo_4,1.0,0.0,1,,mon,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5621:mon_11,log,factor,0.007095,0.005676,0.008514,obs_combo_4,1.0,0.0,1,,mon,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5621:mon_12,log,factor,0.005596,0.0044768,0.0067152,obs_combo_4,1.0,0.0,1,,mon,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5621:mon_2,log,factor,0.006583,0.0052664,0.0078996,obs_combo_4,1.0,0.0,1,,mon,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5621:mon_3,log,factor,0.0072179999999999,0.0057743999999999,0.0086615999999999,obs_combo_4,1.0,0.0,1,,mon,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5621:mon_4,log,factor,0.0074329999999999,0.0059463999999999,0.0089195999999999,obs_combo_4,1.0,0.0,1,,mon,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5621:mon_5,log,factor,0.00726,0.005808,0.008712,obs_combo_4,1.0,0.0,1,,mon,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5621:mon_6,log,factor,0.007036,0.0056288,0.0084432,obs_combo_4,1.0,0.0,1,,mon,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5621:mon_7,log,factor,0.006613,0.0052904,0.0079356,obs_combo_4,1.0,0.0,1,,mon,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5621:mon_8,log,factor,0.0068709999999999,0.0054967999999999,0.0082451999999999,obs_combo_4,1.0,0.0,1,,mon,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5621:mon_9,log,factor,0.007174,0.0057392,0.0086088,obs_combo_4,1.0,0.0,1,,mon,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5625:mon_1,log,factor,0.0037979999999999,0.0030383999999999,0.0045575999999999,obs_combo_4,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5625:mon_10,log,factor,0.006138,0.0049104,0.0073656,obs_combo_4,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5625:mon_11,log,factor,0.0055529999999999,0.0044423999999999,0.0066635999999999,obs_combo_4,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5625:mon_12,log,factor,0.00408,0.003264,0.004896,obs_combo_4,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5625:mon_2,log,factor,0.0049959999999999,0.0039967999999999,0.0059951999999999,obs_combo_4,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5625:mon_3,log,factor,0.005648,0.0045184,0.0067776,obs_combo_4,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5625:mon_4,log,factor,0.005908,0.0047264,0.0070896,obs_combo_4,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5625:mon_5,log,factor,0.005778,0.0046224,0.0069336,obs_combo_4,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5625:mon_6,log,factor,0.005585,0.004468,0.006702,obs_combo_4,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5625:mon_7,log,factor,0.0051859999999999,0.0041487999999999,0.0062231999999999,obs_combo_4,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5625:mon_8,log,factor,0.005434,0.0043472,0.0065208,obs_combo_4,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5625:mon_9,log,factor,0.005708,0.0045664,0.0068496,obs_combo_4,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5628:mon_1,log,factor,0.005183,0.0041464,0.0062196,obs_combo_4,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5628:mon_10,log,factor,0.007399,0.0059192,0.0088788,obs_combo_4,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5628:mon_11,log,factor,0.0068799999999999,0.0055039999999999,0.0082559999999999,obs_combo_4,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5628:mon_12,log,factor,0.0054309999999999,0.0043447999999999,0.0065171999999999,obs_combo_4,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5628:mon_2,log,factor,0.0064109999999999,0.0051287999999999,0.0076931999999999,obs_combo_4,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5628:mon_3,log,factor,0.007005,0.005604,0.008406,obs_combo_4,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5628:mon_4,log,factor,0.0071779999999999,0.0057424,0.0086135999999999,obs_combo_4,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5628:mon_5,log,factor,0.006984,0.0055872,0.0083808,obs_combo_4,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5628:mon_6,log,factor,0.0067399999999999,0.0053919999999999,0.008088,obs_combo_4,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5628:mon_7,log,factor,0.0063079999999999,0.0050463999999999,0.0075695999999999,obs_combo_4,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5628:mon_8,log,factor,0.006567,0.0052536,0.0078804,obs_combo_4,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5628:mon_9,log,factor,0.006882,0.0055056,0.0082584,obs_combo_4,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5635:mon_1,log,factor,0.003702,0.0029616,0.0044424,obs_combo_4,1.0,0.0,1,,,,,mon,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5635:mon_10,log,factor,0.0060289999999999,0.0048231999999999,0.0072347999999999,obs_combo_4,1.0,0.0,1,,,,,mon,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5635:mon_11,log,factor,0.005466,0.0043728,0.0065592,obs_combo_4,1.0,0.0,1,,,,,mon,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5635:mon_12,log,factor,0.0039689999999999,0.0031751999999999,0.0047627999999999,obs_combo_4,1.0,0.0,1,,,,,mon,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5635:mon_2,log,factor,0.0049639999999999,0.0039711999999999,0.0059567999999999,obs_combo_4,1.0,0.0,1,,,,,mon,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5635:mon_3,log,factor,0.0055929999999999,0.0044743999999999,0.0067115999999999,obs_combo_4,1.0,0.0,1,,,,,mon,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5635:mon_4,log,factor,0.0058029999999999,0.0046423999999999,0.0069635999999999,obs_combo_4,1.0,0.0,1,,,,,mon,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5635:mon_5,log,factor,0.0056259999999999,0.0045007999999999,0.0067511999999999,obs_combo_4,1.0,0.0,1,,,,,mon,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5635:mon_6,log,factor,0.0054,0.00432,0.00648,obs_combo_4,1.0,0.0,1,,,,,mon,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5635:mon_7,log,factor,0.0049719999999999,0.0039775999999999,0.0059663999999999,obs_combo_4,1.0,0.0,1,,,,,mon,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5635:mon_8,log,factor,0.0052329999999999,0.0041863999999999,0.0062795999999999,obs_combo_4,1.0,0.0,1,,,,,mon,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5635:mon_9,log,factor,0.005538,0.0044304,0.0066456,obs_combo_4,1.0,0.0,1,,,,,mon,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5637:mon_1,log,factor,0.005766,0.0046128,0.0069192,obs_combo_4,1.0,0.0,1,,,,,,mon,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5637:mon_10,log,factor,0.007937,0.0063496,0.0095244,obs_combo_4,1.0,0.0,1,,,,,,mon,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5637:mon_11,log,factor,0.0074359999999999,0.0059487999999999,0.0089231999999999,obs_combo_4,1.0,0.0,1,,,,,,mon,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5637:mon_12,log,factor,0.006003,0.0048024,0.0072036,obs_combo_4,1.0,0.0,1,,,,,,mon,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5637:mon_2,log,factor,0.00699,0.005592,0.008388,obs_combo_4,1.0,0.0,1,,,,,,mon,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5637:mon_3,log,factor,0.007564,0.0060512,0.0090768,obs_combo_4,1.0,0.0,1,,,,,,mon,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5637:mon_4,log,factor,0.0077189999999999,0.0061752,0.0092628,obs_combo_4,1.0,0.0,1,,,,,,mon,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5637:mon_5,log,factor,0.007511,0.0060088,0.0090132,obs_combo_4,1.0,0.0,1,,,,,,mon,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5637:mon_6,log,factor,0.007258,0.0058064,0.0087096,obs_combo_4,1.0,0.0,1,,,,,,mon,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5637:mon_7,log,factor,0.006822,0.0054576,0.0081864,obs_combo_4,1.0,0.0,1,,,,,,mon,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5637:mon_8,log,factor,0.007083,0.0056664,0.0084996,obs_combo_4,1.0,0.0,1,,,,,,mon,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5637:mon_9,log,factor,0.007403,0.0059223999999999,0.0088836,obs_combo_4,1.0,0.0,1,,,,,,mon,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5643:mon_1,log,factor,0.005504,0.0044032,0.0066048,obs_combo_4,1.0,0.0,1,,,,,,,mon,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5643:mon_10,log,factor,0.007844,0.0062752,0.0094128,obs_combo_4,1.0,0.0,1,,,,,,,mon,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5643:mon_11,log,factor,0.0072739999999999,0.0058191999999999,0.0087287999999999,obs_combo_4,1.0,0.0,1,,,,,,,mon,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5643:mon_12,log,factor,0.005749,0.0045992,0.0068988,obs_combo_4,1.0,0.0,1,,,,,,,mon,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5643:mon_2,log,factor,0.0068079999999999,0.0054463999999999,0.0081695999999999,obs_combo_4,1.0,0.0,1,,,,,,,mon,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5643:mon_3,log,factor,0.0074569999999999,0.0059655999999999,0.0089483999999999,obs_combo_4,1.0,0.0,1,,,,,,,mon,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5643:mon_4,log,factor,0.007649,0.0061192,0.0091788,obs_combo_4,1.0,0.0,1,,,,,,,mon,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5643:mon_5,log,factor,0.007461,0.0059688,0.0089532,obs_combo_4,1.0,0.0,1,,,,,,,mon,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5643:mon_6,log,factor,0.007221,0.0057768,0.0086652,obs_combo_4,1.0,0.0,1,,,,,,,mon,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5643:mon_7,log,factor,0.006785,0.005428,0.008142,obs_combo_4,1.0,0.0,1,,,,,,,mon,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5643:mon_8,log,factor,0.0070439999999999,0.0056351999999999,0.0084527999999999,obs_combo_4,1.0,0.0,1,,,,,,,mon,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5643:mon_9,log,factor,0.0073489999999999,0.0058791999999999,0.0088187999999999,obs_combo_4,1.0,0.0,1,,,,,,,mon,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5678:mon_1,log,factor,0.0033039999999999,0.0026431999999999,0.0039647999999999,obs_combo_4,1.0,0.0,1,,,,,,,,mon,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5678:mon_10,log,factor,0.0060949999999999,0.0048759999999999,0.0073139999999999,obs_combo_4,1.0,0.0,1,,,,,,,,mon,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5678:mon_11,log,factor,0.0053789999999999,0.0043031999999999,0.0064547999999999,obs_combo_4,1.0,0.0,1,,,,,,,,mon,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5678:mon_12,log,factor,0.0036999999999999,0.00296,0.0044399999999999,obs_combo_4,1.0,0.0,1,,,,,,,,mon,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5678:mon_2,log,factor,0.0049279999999999,0.0039423999999999,0.0059135999999999,obs_combo_4,1.0,0.0,1,,,,,,,,mon,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5678:mon_3,log,factor,0.0056849999999999,0.0045479999999999,0.0068219999999999,obs_combo_4,1.0,0.0,1,,,,,,,,mon,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5678:mon_4,log,factor,0.0058829999999999,0.0047063999999999,0.0070595999999999,obs_combo_4,1.0,0.0,1,,,,,,,,mon,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5678:mon_5,log,factor,0.00576,0.004608,0.006912,obs_combo_4,1.0,0.0,1,,,,,,,,mon,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5678:mon_6,log,factor,0.005554,0.0044432,0.0066648,obs_combo_4,1.0,0.0,1,,,,,,,,mon,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5678:mon_7,log,factor,0.005079,0.0040632,0.0060948,obs_combo_4,1.0,0.0,1,,,,,,,,mon,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5678:mon_8,log,factor,0.0053479999999999,0.0042783999999999,0.0064175999999999,obs_combo_4,1.0,0.0,1,,,,,,,,mon,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5678:mon_9,log,factor,0.00566,0.004528,0.006792,obs_combo_4,1.0,0.0,1,,,,,,,,mon,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5679:mon_1,log,factor,0.002621,0.0020968,0.0031452,obs_combo_4,1.0,0.0,1,,,,,,,,,mon,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5679:mon_10,log,factor,0.005378,0.0043024,0.0064536,obs_combo_4,1.0,0.0,1,,,,,,,,,mon,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5679:mon_11,log,factor,0.004647,0.0037176,0.0055764,obs_combo_4,1.0,0.0,1,,,,,,,,,mon,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5679:mon_12,log,factor,0.003018,0.0024144,0.0036216,obs_combo_4,1.0,0.0,1,,,,,,,,,mon,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5679:mon_2,log,factor,0.004126,0.0033008,0.0049512,obs_combo_4,1.0,0.0,1,,,,,,,,,mon,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5679:mon_3,log,factor,0.0049,0.00392,0.00588,obs_combo_4,1.0,0.0,1,,,,,,,,,mon,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5679:mon_4,log,factor,0.005164,0.0041312,0.0061968,obs_combo_4,1.0,0.0,1,,,,,,,,,mon,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5679:mon_5,log,factor,0.0050979999999999,0.0040783999999999,0.0061175999999999,obs_combo_4,1.0,0.0,1,,,,,,,,,mon,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5679:mon_6,log,factor,0.004936,0.0039488,0.0059232,obs_combo_4,1.0,0.0,1,,,,,,,,,mon,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5679:mon_7,log,factor,0.0044979999999999,0.0035983999999999,0.0053975999999999,obs_combo_4,1.0,0.0,1,,,,,,,,,mon,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5679:mon_8,log,factor,0.0047489999999999,0.0037991999999999,0.0056987999999999,obs_combo_4,1.0,0.0,1,,,,,,,,,mon,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5679:mon_9,log,factor,0.005022,0.0040176,0.0060264,obs_combo_4,1.0,0.0,1,,,,,,,,,mon,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5686:mon_1,log,factor,0.0030809999999999,0.0024647999999999,0.0036971999999999,obs_combo_4,1.0,0.0,1,,,,,,,,,,mon,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5686:mon_10,log,factor,0.005797,0.0046376,0.0069564,obs_combo_4,1.0,0.0,1,,,,,,,,,,mon,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5686:mon_11,log,factor,0.0051229999999999,0.0040983999999999,0.0061475999999999,obs_combo_4,1.0,0.0,1,,,,,,,,,,mon,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5686:mon_12,log,factor,0.0034489999999999,0.0027591999999999,0.0041387999999999,obs_combo_4,1.0,0.0,1,,,,,,,,,,mon,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5686:mon_2,log,factor,0.0045939999999999,0.0036751999999999,0.0055127999999999,obs_combo_4,1.0,0.0,1,,,,,,,,,,mon,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5686:mon_3,log,factor,0.005312,0.0042496,0.0063744,obs_combo_4,1.0,0.0,1,,,,,,,,,,mon,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5686:mon_4,log,factor,0.005548,0.0044384,0.0066576,obs_combo_4,1.0,0.0,1,,,,,,,,,,mon,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5686:mon_5,log,factor,0.005405,0.004324,0.006486,obs_combo_4,1.0,0.0,1,,,,,,,,,,mon,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5686:mon_6,log,factor,0.0051969999999999,0.0041575999999999,0.0062364,obs_combo_4,1.0,0.0,1,,,,,,,,,,mon,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5686:mon_7,log,factor,0.004747,0.0037976,0.0056964,obs_combo_4,1.0,0.0,1,,,,,,,,,,mon,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5686:mon_8,log,factor,0.004997,0.0039976,0.0059964,obs_combo_4,1.0,0.0,1,,,,,,,,,,mon,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5686:mon_9,log,factor,0.005314,0.0042512,0.0063768,obs_combo_4,1.0,0.0,1,,,,,,,,,,mon,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5690:mon_1,log,factor,0.0050579999999999,0.0040463999999999,0.0060695999999999,obs_combo_4,1.0,0.0,1,,,,,,,,,,,mon,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5690:mon_10,log,factor,0.007911,0.0063288,0.0094932,obs_combo_4,1.0,0.0,1,,,,,,,,,,,mon,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5690:mon_11,log,factor,0.0072289999999999,0.0057831999999999,0.0086747999999999,obs_combo_4,1.0,0.0,1,,,,,,,,,,,mon,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5690:mon_12,log,factor,0.005456,0.0043648,0.0065472,obs_combo_4,1.0,0.0,1,,,,,,,,,,,mon,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5690:mon_2,log,factor,0.006665,0.005332,0.007998,obs_combo_4,1.0,0.0,1,,,,,,,,,,,mon,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5690:mon_3,log,factor,0.0074939999999999,0.0059951999999999,0.0089927999999999,obs_combo_4,1.0,0.0,1,,,,,,,,,,,mon,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5690:mon_4,log,factor,0.007695,0.006156,0.009234,obs_combo_4,1.0,0.0,1,,,,,,,,,,,mon,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5690:mon_5,log,factor,0.007534,0.0060272,0.0090408,obs_combo_4,1.0,0.0,1,,,,,,,,,,,mon,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5690:mon_6,log,factor,0.0073,0.00584,0.00876,obs_combo_4,1.0,0.0,1,,,,,,,,,,,mon,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5690:mon_7,log,factor,0.0068239999999999,0.0054591999999999,0.0081888,obs_combo_4,1.0,0.0,1,,,,,,,,,,,mon,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5690:mon_8,log,factor,0.007093,0.0056744,0.0085116,obs_combo_4,1.0,0.0,1,,,,,,,,,,,mon,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5690:mon_9,log,factor,0.0073929999999999,0.0059143999999999,0.0088715999999999,obs_combo_4,1.0,0.0,1,,,,,,,,,,,mon,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5693:mon_1,log,factor,0.004046,0.0032368,0.0048552,obs_combo_4,1.0,0.0,1,,,,,,,,,,,,mon,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5693:mon_10,log,factor,0.0068249999999999,0.0054599999999999,0.0081899999999999,obs_combo_4,1.0,0.0,1,,,,,,,,,,,,mon,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5693:mon_11,log,factor,0.006121,0.0048968,0.0073452,obs_combo_4,1.0,0.0,1,,,,,,,,,,,,mon,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5693:mon_12,log,factor,0.004426,0.0035408,0.0053112,obs_combo_4,1.0,0.0,1,,,,,,,,,,,,mon,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_5693:mon_2,log,factor,0.005668,0.0045344,0.0068016,obs_combo_4,1.0,0.0,1,,,,,,,,,,,,mon,,,,,,,,hru,,,,,,,,,,,,,,
