parname parval1 parubnd parlbnd
radmax:hru_7156:mon_10 0.8 1.0 0.5
radmax:hru_7157:mon_10 0.8 1.0 0.5
radmax:hru_5621:mon_11 0.8 1.0 0.5
radmax:hru_5625:mon_11 0.8 1.0 0.5
radmax:hru_5628:mon_11 0.8 1.0 0.5
radmax:hru_5635:mon_11 0.8 1.0 0.5
radmax:hru_5637:mon_11 0.8 1.0 0.5
radmax:hru_5643:mon_11 0.8 1.0 0.5
radmax:hru_5678:mon_11 0.8 1.0 0.5
radmax:hru_5679:mon_11 0.8 1.0 0.5
radmax:hru_5686:mon_11 0.8 1.0 0.5
radmax:hru_5690:mon_11 0.8 1.0 0.5
radmax:hru_5693:mon_11 0.8 1.0 0.5
radmax:hru_5697:mon_11 0.8 1.0 0.5
radmax:hru_5703:mon_11 0.8 1.0 0.5
radmax:hru_5728:mon_11 0.8 1.0 0.5
radmax:hru_7128:mon_11 0.8 1.0 0.5
radmax:hru_7156:mon_11 0.8 1.0 0.5
radmax:hru_7157:mon_11 0.8 1.0 0.5
radmax:hru_5621:mon_12 0.8 1.0 0.5
radmax:hru_5625:mon_12 0.8 1.0 0.5
radmax:hru_5628:mon_12 0.8 1.0 0.5
radmax:hru_5635:mon_12 0.8 1.0 0.5
radmax:hru_5637:mon_12 0.8 1.0 0.5
radmax:hru_5643:mon_12 0.8 1.0 0.5
radmax:hru_5678:mon_12 0.8 1.0 0.5
radmax:hru_5679:mon_12 0.8 1.0 0.5
radmax:hru_5686:mon_12 0.8 1.0 0.5
radmax:hru_5690:mon_12 0.8 1.0 0.5
radmax:hru_5693:mon_12 0.8 1.0 0.5
radmax:hru_5697:mon_12 0.8 1.0 0.5
radmax:hru_5703:mon_12 0.8 1.0 0.5
radmax:hru_5728:mon_12 0.8 1.0 0.5
radmax:hru_7128:mon_12 0.8 1.0 0.5
radmax:hru_7156:mon_12 0.8 1.0 0.5
radmax:hru_7157:mon_12 0.8 1.0 0.5
rain_cbh_adj:hru_5621:mon_1 1.0 1.75 0.5
rain_cbh_adj:hru_5625:mon_1 1.0 1.75 0.5
rain_cbh_adj:hru_5628:mon_1 1.0 1.75 0.5
rain_cbh_adj:hru_5635:mon_1 1.0 1.75 0.5
rain_cbh_adj:hru_5637:mon_1 1.0 1.75 0.5
rain_cbh_adj:hru_5643:mon_1 1.0 1.75 0.5
rain_cbh_adj:hru_5678:mon_1 1.0 1.75 0.5
rain_cbh_adj:hru_5679:mon_1 1.0 1.75 0.5
rain_cbh_adj:hru_5686:mon_1 1.0 1.75 0.5
rain_cbh_adj:hru_5690:mon_1 1.0 1.75 0.5
rain_cbh_adj:hru_5693:mon_1 1.0 1.75 0.5
rain_cbh_adj:hru_5697:mon_1 1.0 1.75 0.5
rain_cbh_adj:hru_5703:mon_1 1.0 1.75 0.5
rain_cbh_adj:hru_5728:mon_1 1.0 1.75 0.5
rain_cbh_adj:hru_7128:mon_1 1.0 1.75 0.5
rain_cbh_adj:hru_7156:mon_1 1.0 1.75 0.5
rain_cbh_adj:hru_7157:mon_1 1.0 1.75 0.5
rain_cbh_adj:hru_5621:mon_2 1.0 1.75 0.5
rain_cbh_adj:hru_5625:mon_2 1.0 1.75 0.5
rain_cbh_adj:hru_5628:mon_2 1.0 1.75 0.5
rain_cbh_adj:hru_5635:mon_2 1.0 1.75 0.5
rain_cbh_adj:hru_5637:mon_2 1.0 1.75 0.5
rain_cbh_adj:hru_5643:mon_2 1.0 1.75 0.5
rain_cbh_adj:hru_5678:mon_2 1.0 1.75 0.5
rain_cbh_adj:hru_5679:mon_2 1.0 1.75 0.5
rain_cbh_adj:hru_5686:mon_2 1.0 1.75 0.5
rain_cbh_adj:hru_5690:mon_2 1.0 1.75 0.5
rain_cbh_adj:hru_5693:mon_2 1.0 1.75 0.5
rain_cbh_adj:hru_5697:mon_2 1.0 1.75 0.5
rain_cbh_adj:hru_5703:mon_2 1.0 1.75 0.5
rain_cbh_adj:hru_5728:mon_2 1.0 1.75 0.5
rain_cbh_adj:hru_7128:mon_2 1.0 1.75 0.5
rain_cbh_adj:hru_7156:mon_2 1.0 1.75 0.5
rain_cbh_adj:hru_7157:mon_2 1.0 1.75 0.5
rain_cbh_adj:hru_5621:mon_3 1.0 1.75 0.5
rain_cbh_adj:hru_5625:mon_3 1.0 1.75 0.5
rain_cbh_adj:hru_5628:mon_3 1.0 1.75 0.5
rain_cbh_adj:hru_5635:mon_3 1.0 1.75 0.5
rain_cbh_adj:hru_5637:mon_3 1.0 1.75 0.5
rain_cbh_adj:hru_5643:mon_3 1.0 1.75 0.5
rain_cbh_adj:hru_5678:mon_3 1.0 1.75 0.5
rain_cbh_adj:hru_5679:mon_3 1.0 1.75 0.5
rain_cbh_adj:hru_5686:mon_3 1.0 1.75 0.5
rain_cbh_adj:hru_5690:mon_3 1.0 1.75 0.5
rain_cbh_adj:hru_5693:mon_3 1.0 1.75 0.5
rain_cbh_adj:hru_5697:mon_3 1.0 1.75 0.5
rain_cbh_adj:hru_5703:mon_3 1.0 1.75 0.5
rain_cbh_adj:hru_5728:mon_3 1.0 1.75 0.5
rain_cbh_adj:hru_7128:mon_3 1.0 1.75 0.5
rain_cbh_adj:hru_7156:mon_3 1.0 1.75 0.5
rain_cbh_adj:hru_7157:mon_3 1.0 1.75 0.5
rain_cbh_adj:hru_5621:mon_4 1.0 1.75 0.5
rain_cbh_adj:hru_5625:mon_4 1.0 1.75 0.5
rain_cbh_adj:hru_5628:mon_4 1.0 1.75 0.5
rain_cbh_adj:hru_5635:mon_4 1.0 1.75 0.5
rain_cbh_adj:hru_5637:mon_4 1.0 1.75 0.5
rain_cbh_adj:hru_5643:mon_4 1.0 1.75 0.5
rain_cbh_adj:hru_5678:mon_4 1.0 1.75 0.5
rain_cbh_adj:hru_5679:mon_4 1.0 1.75 0.5
rain_cbh_adj:hru_5686:mon_4 1.0 1.75 0.5
rain_cbh_adj:hru_5690:mon_4 1.0 1.75 0.5
rain_cbh_adj:hru_5693:mon_4 1.0 1.75 0.5
rain_cbh_adj:hru_5697:mon_4 1.0 1.75 0.5
rain_cbh_adj:hru_5703:mon_4 1.0 1.75 0.5
rain_cbh_adj:hru_5728:mon_4 1.0 1.75 0.5
rain_cbh_adj:hru_7128:mon_4 1.0 1.75 0.5
rain_cbh_adj:hru_7156:mon_4 1.0 1.75 0.5
rain_cbh_adj:hru_7157:mon_4 1.0 1.75 0.5
rain_cbh_adj:hru_5621:mon_5 1.0 1.75 0.5
rain_cbh_adj:hru_5625:mon_5 1.0 1.75 0.5
rain_cbh_adj:hru_5628:mon_5 1.0 1.75 0.5
rain_cbh_adj:hru_5635:mon_5 1.0 1.75 0.5
rain_cbh_adj:hru_5637:mon_5 1.0 1.75 0.5
rain_cbh_adj:hru_5643:mon_5 1.0 1.75 0.5
rain_cbh_adj:hru_5678:mon_5 1.0 1.75 0.5
rain_cbh_adj:hru_5679:mon_5 1.0 1.75 0.5
rain_cbh_adj:hru_5686:mon_5 1.0 1.75 0.5
rain_cbh_adj:hru_5690:mon_5 1.0 1.75 0.5
rain_cbh_adj:hru_5693:mon_5 1.0 1.75 0.5
rain_cbh_adj:hru_5697:mon_5 1.0 1.75 0.5
rain_cbh_adj:hru_5703:mon_5 1.0 1.75 0.5
rain_cbh_adj:hru_5728:mon_5 1.0 1.75 0.5
rain_cbh_adj:hru_7128:mon_5 1.0 1.75 0.5
rain_cbh_adj:hru_7156:mon_5 1.0 1.75 0.5
rain_cbh_adj:hru_7157:mon_5 1.0 1.75 0.5
rain_cbh_adj:hru_5621:mon_6 1.0 1.75 0.5
rain_cbh_adj:hru_5625:mon_6 1.0 1.75 0.5
rain_cbh_adj:hru_5628:mon_6 1.0 1.75 0.5
rain_cbh_adj:hru_5635:mon_6 1.0 1.75 0.5
rain_cbh_adj:hru_5637:mon_6 1.0 1.75 0.5
rain_cbh_adj:hru_5643:mon_6 1.0 1.75 0.5
rain_cbh_adj:hru_5678:mon_6 1.0 1.75 0.5
rain_cbh_adj:hru_5679:mon_6 1.0 1.75 0.5
rain_cbh_adj:hru_5686:mon_6 1.0 1.75 0.5
rain_cbh_adj:hru_5690:mon_6 1.0 1.75 0.5
rain_cbh_adj:hru_5693:mon_6 1.0 1.75 0.5
rain_cbh_adj:hru_5697:mon_6 1.0 1.75 0.5
rain_cbh_adj:hru_5703:mon_6 1.0 1.75 0.5
rain_cbh_adj:hru_5728:mon_6 1.0 1.75 0.5
rain_cbh_adj:hru_7128:mon_6 1.0 1.75 0.5
rain_cbh_adj:hru_7156:mon_6 1.0 1.75 0.5
rain_cbh_adj:hru_7157:mon_6 1.0 1.75 0.5
rain_cbh_adj:hru_5621:mon_7 1.0 1.75 0.5
rain_cbh_adj:hru_5625:mon_7 1.0 1.75 0.5
rain_cbh_adj:hru_5628:mon_7 1.0 1.75 0.5
rain_cbh_adj:hru_5635:mon_7 1.0 1.75 0.5
rain_cbh_adj:hru_5637:mon_7 1.0 1.75 0.5
rain_cbh_adj:hru_5643:mon_7 1.0 1.75 0.5
rain_cbh_adj:hru_5678:mon_7 1.0 1.75 0.5
rain_cbh_adj:hru_5679:mon_7 1.0 1.75 0.5
rain_cbh_adj:hru_5686:mon_7 1.0 1.75 0.5
rain_cbh_adj:hru_5690:mon_7 1.0 1.75 0.5
rain_cbh_adj:hru_5693:mon_7 1.0 1.75 0.5
rain_cbh_adj:hru_5697:mon_7 1.0 1.75 0.5
rain_cbh_adj:hru_5703:mon_7 1.0 1.75 0.5
rain_cbh_adj:hru_5728:mon_7 1.0 1.75 0.5
rain_cbh_adj:hru_7128:mon_7 1.0 1.75 0.5
rain_cbh_adj:hru_7156:mon_7 1.0 1.75 0.5
rain_cbh_adj:hru_7157:mon_7 1.0 1.75 0.5
rain_cbh_adj:hru_5621:mon_8 1.0 1.75 0.5
rain_cbh_adj:hru_5625:mon_8 1.0 1.75 0.5
rain_cbh_adj:hru_5628:mon_8 1.0 1.75 0.5
rain_cbh_adj:hru_5635:mon_8 1.0 1.75 0.5
rain_cbh_adj:hru_5637:mon_8 1.0 1.75 0.5
rain_cbh_adj:hru_5643:mon_8 1.0 1.75 0.5
rain_cbh_adj:hru_5678:mon_8 1.0 1.75 0.5
rain_cbh_adj:hru_5679:mon_8 1.0 1.75 0.5
rain_cbh_adj:hru_5686:mon_8 1.0 1.75 0.5
rain_cbh_adj:hru_5690:mon_8 1.0 1.75 0.5
rain_cbh_adj:hru_5693:mon_8 1.0 1.75 0.5
rain_cbh_adj:hru_5697:mon_8 1.0 1.75 0.5
rain_cbh_adj:hru_5703:mon_8 1.0 1.75 0.5
rain_cbh_adj:hru_5728:mon_8 1.0 1.75 0.5
rain_cbh_adj:hru_7128:mon_8 1.0 1.75 0.5
rain_cbh_adj:hru_7156:mon_8 1.0 1.75 0.5
rain_cbh_adj:hru_7157:mon_8 1.0 1.75 0.5
rain_cbh_adj:hru_5621:mon_9 1.0 1.75 0.5
rain_cbh_adj:hru_5625:mon_9 1.0 1.75 0.5
rain_cbh_adj:hru_5628:mon_9 1.0 1.75 0.5
rain_cbh_adj:hru_5635:mon_9 1.0 1.75 0.5
rain_cbh_adj:hru_5637:mon_9 1.0 1.75 0.5
rain_cbh_adj:hru_5643:mon_9 1.0 1.75 0.5
rain_cbh_adj:hru_5678:mon_9 1.0 1.75 0.5
rain_cbh_adj:hru_5679:mon_9 1.0 1.75 0.5
rain_cbh_adj:hru_5686:mon_9 1.0 1.75 0.5
rain_cbh_adj:hru_5690:mon_9 1.0 1.75 0.5
rain_cbh_adj:hru_5693:mon_9 1.0 1.75 0.5
rain_cbh_adj:hru_5697:mon_9 1.0 1.75 0.5
rain_cbh_adj:hru_5703:mon_9 1.0 1.75 0.5
rain_cbh_adj:hru_5728:mon_9 1.0 1.75 0.5
rain_cbh_adj:hru_7128:mon_9 1.0 1.75 0.5
rain_cbh_adj:hru_7156:mon_9 1.0 1.75 0.5
rain_cbh_adj:hru_7157:mon_9 1.0 1.75 0.5
rain_cbh_adj:hru_5621:mon_10 1.0 1.75 0.5
rain_cbh_adj:hru_5625:mon_10 1.0 1.75 0.5
rain_cbh_adj:hru_5628:mon_10 1.0 1.75 0.5
rain_cbh_adj:hru_5635:mon_10 1.0 1.75 0.5
rain_cbh_adj:hru_5637:mon_10 1.0 1.75 0.5
rain_cbh_adj:hru_5643:mon_10 1.0 1.75 0.5
rain_cbh_adj:hru_5678:mon_10 1.0 1.75 0.5
rain_cbh_adj:hru_5679:mon_10 1.0 1.75 0.5
rain_cbh_adj:hru_5686:mon_10 1.0 1.75 0.5
rain_cbh_adj:hru_5690:mon_10 1.0 1.75 0.5
rain_cbh_adj:hru_5693:mon_10 1.0 1.75 0.5
rain_cbh_adj:hru_5697:mon_10 1.0 1.75 0.5
rain_cbh_adj:hru_5703:mon_10 1.0 1.75 0.5
rain_cbh_adj:hru_5728:mon_10 1.0 1.75 0.5
rain_cbh_adj:hru_7128:mon_10 1.0 1.75 0.5
rain_cbh_adj:hru_7156:mon_10 1.0 1.75 0.5
rain_cbh_adj:hru_7157:mon_10 1.0 1.75 0.5
rain_cbh_adj:hru_5621:mon_11 1.0 1.75 0.5
rain_cbh_adj:hru_5625:mon_11 1.0 1.75 0.5
rain_cbh_adj:hru_5628:mon_11 1.0 1.75 0.5
rain_cbh_adj:hru_5635:mon_11 1.0 1.75 0.5
rain_cbh_adj:hru_5637:mon_11 1.0 1.75 0.5
rain_cbh_adj:hru_5643:mon_11 1.0 1.75 0.5
rain_cbh_adj:hru_5678:mon_11 1.0 1.75 0.5
rain_cbh_adj:hru_5679:mon_11 1.0 1.75 0.5
rain_cbh_adj:hru_5686:mon_11 1.0 1.75 0.5
rain_cbh_adj:hru_5690:mon_11 1.0 1.75 0.5
rain_cbh_adj:hru_5693:mon_11 1.0 1.75 0.5
rain_cbh_adj:hru_5697:mon_11 1.0 1.75 0.5
rain_cbh_adj:hru_5703:mon_11 1.0 1.75 0.5
rain_cbh_adj:hru_5728:mon_11 1.0 1.75 0.5
rain_cbh_adj:hru_7128:mon_11 1.0 1.75 0.5
rain_cbh_adj:hru_7156:mon_11 1.0 1.75 0.5
rain_cbh_adj:hru_7157:mon_11 1.0 1.75 0.5
rain_cbh_adj:hru_5621:mon_12 1.0 1.75 0.5
rain_cbh_adj:hru_5625:mon_12 1.0 1.75 0.5
rain_cbh_adj:hru_5628:mon_12 1.0 1.75 0.5
rain_cbh_adj:hru_5635:mon_12 1.0 1.75 0.5
rain_cbh_adj:hru_5637:mon_12 1.0 1.75 0.5
rain_cbh_adj:hru_5643:mon_12 1.0 1.75 0.5
rain_cbh_adj:hru_5678:mon_12 1.0 1.75 0.5
rain_cbh_adj:hru_5679:mon_12 1.0 1.75 0.5
rain_cbh_adj:hru_5686:mon_12 1.0 1.75 0.5
rain_cbh_adj:hru_5690:mon_12 1.0 1.75 0.5
rain_cbh_adj:hru_5693:mon_12 1.0 1.75 0.5
rain_cbh_adj:hru_5697:mon_12 1.0 1.75 0.5
rain_cbh_adj:hru_5703:mon_12 1.0 1.75 0.5
rain_cbh_adj:hru_5728:mon_12 1.0 1.75 0.5
rain_cbh_adj:hru_7128:mon_12 1.0 1.75 0.5
rain_cbh_adj:hru_7156:mon_12 1.0 1.75 0.5
rain_cbh_adj:hru_7157:mon_12 1.0 1.75 0.5
slowcoef_sq:hru_5621 0.1 1.0 0.0
slowcoef_sq:hru_5625 0.1 1.0 0.0
slowcoef_sq:hru_5628 0.1 1.0 0.0
slowcoef_sq:hru_5635 0.1 1.0 0.0
slowcoef_sq:hru_5637 0.1 1.0 0.0
slowcoef_sq:hru_5643 0.1 1.0 0.0
slowcoef_sq:hru_5678 0.1 1.0 0.0
slowcoef_sq:hru_5679 0.1 1.0 0.0
slowcoef_sq:hru_5686 0.1 1.0 0.0
slowcoef_sq:hru_5690 0.1 1.0 0.0
slowcoef_sq:hru_5693 0.1 1.0 0.0
slowcoef_sq:hru_5697 0.1 1.0 0.0
slowcoef_sq:hru_5703 0.1 1.0 0.0
slowcoef_sq:hru_5728 0.1 1.0 0.0
slowcoef_sq:hru_7128 0.1 1.0 0.0
slowcoef_sq:hru_7156 0.1 1.0 0.0
slowcoef_sq:hru_7157 0.1 1.0 0.0
smidx_coef:hru_5621 0.043593 0.0523116 0.0348744
smidx_coef:hru_5625 0.332096 0.3985152 0.2656768
smidx_coef:hru_5628 0.028702 0.0344424 0.0229616
smidx_coef:hru_5635 0.04908 0.058896 0.039264
smidx_coef:hru_5637 0.091694 0.1100328 0.0733552
smidx_coef:hru_5643 0.082549 0.0990588 0.06603919999999999
smidx_coef:hru_5678 0.265335 0.31840199999999996 0.21226799999999998
smidx_coef:hru_5679 0.358714 0.4304568 0.2869712
smidx_coef:hru_5686 0.020828 0.024993599999999998 0.0166624
smidx_coef:hru_5690 0.196244 0.2354928 0.1569952
smidx_coef:hru_5693 0.074207 0.0890484 0.0593656
smidx_coef:hru_5697 0.054826 0.0657912 0.0438608
smidx_coef:hru_5703 0.027473 0.0329676 0.021978400000000002
smidx_coef:hru_5728 0.021273 0.0255276 0.0170184
smidx_coef:hru_7128 0.055987 0.0671844 0.0447896
smidx_coef:hru_7156 0.05572 0.066864 0.044576
smidx_coef:hru_7157 0.035557 0.042668399999999995 0.028445599999999998
smidx_exp:hru_5621 0.146424 0.1757088 0.1171392
smidx_exp:hru_5625 0.007238 0.0086856 0.005790399999999999
smidx_exp:hru_5628 0.168168 0.20180160000000003 0.1345344
smidx_exp:hru_5635 0.127147 0.1525764 0.1017176
smidx_exp:hru_5637 0.083094 0.0997128 0.0664752
smidx_exp:hru_5643 0.120566 0.1446792 0.0964528
smidx_exp:hru_5678 0.029966 0.0359592 0.0239728
smidx_exp:hru_5679 0.022845 0.027414 0.018276
smidx_exp:hru_5686 0.205483 0.2465796 0.1643864
smidx_exp:hru_5690 0.098659 0.11839079999999999 0.0789272
smidx_exp:hru_5693 0.138017 0.1656204 0.1104136
smidx_exp:hru_5697 0.147587 0.1771044 0.1180696
smidx_exp:hru_5703 0.218083 0.26169960000000003 0.1744664
smidx_exp:hru_5728 0.19872 0.238464 0.158976
smidx_exp:hru_7128 0.16384 0.196608 0.13107200000000002
smidx_exp:hru_7156 0.128696 0.1544352 0.1029568
smidx_exp:hru_7157 0.152574 0.1830888 0.12205919999999999
snarea_thresh:hru_5621 1.620213 1.9442556 1.2961703999999998
snarea_thresh:hru_5625 1.984987 2.3819844000000003 1.5879896
snarea_thresh:hru_5628 1.775647 2.1307764000000002 1.4205176
snarea_thresh:hru_5635 1.906302 2.2875624 1.5250416
snarea_thresh:hru_5637 1.837407 2.2048884 1.4699256
snarea_thresh:hru_5643 1.909374 2.2912488 1.5274991999999998
snarea_thresh:hru_5678 2.036671 2.4440052000000003 1.6293368000000001
snarea_thresh:hru_5679 2.045574 2.4546887999999996 1.6364591999999998
snarea_thresh:hru_5686 1.799482 2.1593784 1.4395856
snarea_thresh:hru_5690 2.049437 2.4593244000000003 1.6395496
snarea_thresh:hru_5693 2.105184 2.5262208 1.6841472
snarea_thresh:hru_5697 1.983585 2.380302 1.586868
snarea_thresh:hru_5703 2.027274 2.4327287999999996 1.6218191999999998
snarea_thresh:hru_5728 2.089595 2.507514 1.6716760000000002
snarea_thresh:hru_7128 2.066137 2.4793643999999997 1.6529095999999999
snarea_thresh:hru_7156 2.166803 2.6001635999999997 1.7334424
snarea_thresh:hru_7157 2.208702 2.6504424 1.7669616000000001
snowinfil_max:hru_5621 2.0 20.0 0.0
snowinfil_max:hru_5625 2.0 20.0 0.0
snowinfil_max:hru_5628 2.0 20.0 0.0
snowinfil_max:hru_5635 2.0 20.0 0.0
snowinfil_max:hru_5637 2.0 20.0 0.0
snowinfil_max:hru_5643 2.0 20.0 0.0
snowinfil_max:hru_5678 2.0 20.0 0.0
snowinfil_max:hru_5679 2.0 20.0 0.0
snowinfil_max:hru_5686 2.0 20.0 0.0
snowinfil_max:hru_5690 2.0 20.0 0.0
snowinfil_max:hru_5693 2.0 20.0 0.0
snowinfil_max:hru_5697 2.0 20.0 0.0
snowinfil_max:hru_5703 2.0 20.0 0.0
snowinfil_max:hru_5728 2.0 20.0 0.0
snowinfil_max:hru_7128 2.0 20.0 0.0
snowinfil_max:hru_7156 2.0 20.0 0.0
snowinfil_max:hru_7157 2.0 20.0 0.0
snow_cbh_adj:hru_5621:mon_1 1.0 1.75 0.5
snow_cbh_adj:hru_5625:mon_1 1.0 1.75 0.5
snow_cbh_adj:hru_5628:mon_1 1.0 1.75 0.5
snow_cbh_adj:hru_5635:mon_1 1.0 1.75 0.5
snow_cbh_adj:hru_5637:mon_1 1.0 1.75 0.5
snow_cbh_adj:hru_5643:mon_1 1.0 1.75 0.5
snow_cbh_adj:hru_5678:mon_1 1.0 1.75 0.5
snow_cbh_adj:hru_5679:mon_1 1.0 1.75 0.5
snow_cbh_adj:hru_5686:mon_1 1.0 1.75 0.5
snow_cbh_adj:hru_5690:mon_1 1.0 1.75 0.5
snow_cbh_adj:hru_5693:mon_1 1.0 1.75 0.5
snow_cbh_adj:hru_5697:mon_1 1.0 1.75 0.5
snow_cbh_adj:hru_5703:mon_1 1.0 1.75 0.5
snow_cbh_adj:hru_5728:mon_1 1.0 1.75 0.5
snow_cbh_adj:hru_7128:mon_1 1.0 1.75 0.5
snow_cbh_adj:hru_7156:mon_1 1.0 1.75 0.5
snow_cbh_adj:hru_7157:mon_1 1.0 1.75 0.5
snow_cbh_adj:hru_5621:mon_2 1.0 1.75 0.5
snow_cbh_adj:hru_5625:mon_2 1.0 1.75 0.5
snow_cbh_adj:hru_5628:mon_2 1.0 1.75 0.5
snow_cbh_adj:hru_5635:mon_2 1.0 1.75 0.5
snow_cbh_adj:hru_5637:mon_2 1.0 1.75 0.5
snow_cbh_adj:hru_5643:mon_2 1.0 1.75 0.5
snow_cbh_adj:hru_5678:mon_2 1.0 1.75 0.5
snow_cbh_adj:hru_5679:mon_2 1.0 1.75 0.5
snow_cbh_adj:hru_5686:mon_2 1.0 1.75 0.5
snow_cbh_adj:hru_5690:mon_2 1.0 1.75 0.5
snow_cbh_adj:hru_5693:mon_2 1.0 1.75 0.5
snow_cbh_adj:hru_5697:mon_2 1.0 1.75 0.5
snow_cbh_adj:hru_5703:mon_2 1.0 1.75 0.5
snow_cbh_adj:hru_5728:mon_2 1.0 1.75 0.5
snow_cbh_adj:hru_7128:mon_2 1.0 1.75 0.5
snow_cbh_adj:hru_7156:mon_2 1.0 1.75 0.5
snow_cbh_adj:hru_7157:mon_2 1.0 1.75 0.5
snow_cbh_adj:hru_5621:mon_3 1.0 1.75 0.5
snow_cbh_adj:hru_5625:mon_3 1.0 1.75 0.5
snow_cbh_adj:hru_5628:mon_3 1.0 1.75 0.5
snow_cbh_adj:hru_5635:mon_3 1.0 1.75 0.5
snow_cbh_adj:hru_5637:mon_3 1.0 1.75 0.5
snow_cbh_adj:hru_5643:mon_3 1.0 1.75 0.5
snow_cbh_adj:hru_5678:mon_3 1.0 1.75 0.5
snow_cbh_adj:hru_5679:mon_3 1.0 1.75 0.5
snow_cbh_adj:hru_5686:mon_3 1.0 1.75 0.5
snow_cbh_adj:hru_5690:mon_3 1.0 1.75 0.5
snow_cbh_adj:hru_5693:mon_3 1.0 1.75 0.5
snow_cbh_adj:hru_5697:mon_3 1.0 1.75 0.5
snow_cbh_adj:hru_5703:mon_3 1.0 1.75 0.5
snow_cbh_adj:hru_5728:mon_3 1.0 1.75 0.5
snow_cbh_adj:hru_7128:mon_3 1.0 1.75 0.5
snow_cbh_adj:hru_7156:mon_3 1.0 1.75 0.5
snow_cbh_adj:hru_7157:mon_3 1.0 1.75 0.5
snow_cbh_adj:hru_5621:mon_4 1.0 1.75 0.5
snow_cbh_adj:hru_5625:mon_4 1.0 1.75 0.5
snow_cbh_adj:hru_5628:mon_4 1.0 1.75 0.5
snow_cbh_adj:hru_5635:mon_4 1.0 1.75 0.5
snow_cbh_adj:hru_5637:mon_4 1.0 1.75 0.5
snow_cbh_adj:hru_5643:mon_4 1.0 1.75 0.5
snow_cbh_adj:hru_5678:mon_4 1.0 1.75 0.5
snow_cbh_adj:hru_5679:mon_4 1.0 1.75 0.5
snow_cbh_adj:hru_5686:mon_4 1.0 1.75 0.5
snow_cbh_adj:hru_5690:mon_4 1.0 1.75 0.5
snow_cbh_adj:hru_5693:mon_4 1.0 1.75 0.5
snow_cbh_adj:hru_5697:mon_4 1.0 1.75 0.5
snow_cbh_adj:hru_5703:mon_4 1.0 1.75 0.5
snow_cbh_adj:hru_5728:mon_4 1.0 1.75 0.5
snow_cbh_adj:hru_7128:mon_4 1.0 1.75 0.5
snow_cbh_adj:hru_7156:mon_4 1.0 1.75 0.5
snow_cbh_adj:hru_7157:mon_4 1.0 1.75 0.5
snow_cbh_adj:hru_5621:mon_5 1.0 1.75 0.5
snow_cbh_adj:hru_5625:mon_5 1.0 1.75 0.5
snow_cbh_adj:hru_5628:mon_5 1.0 1.75 0.5
snow_cbh_adj:hru_5635:mon_5 1.0 1.75 0.5
snow_cbh_adj:hru_5637:mon_5 1.0 1.75 0.5
snow_cbh_adj:hru_5643:mon_5 1.0 1.75 0.5
snow_cbh_adj:hru_5678:mon_5 1.0 1.75 0.5
snow_cbh_adj:hru_5679:mon_5 1.0 1.75 0.5
snow_cbh_adj:hru_5686:mon_5 1.0 1.75 0.5
snow_cbh_adj:hru_5690:mon_5 1.0 1.75 0.5
snow_cbh_adj:hru_5693:mon_5 1.0 1.75 0.5
snow_cbh_adj:hru_5697:mon_5 1.0 1.75 0.5
snow_cbh_adj:hru_5703:mon_5 1.0 1.75 0.5
snow_cbh_adj:hru_5728:mon_5 1.0 1.75 0.5
snow_cbh_adj:hru_7128:mon_5 1.0 1.75 0.5
snow_cbh_adj:hru_7156:mon_5 1.0 1.75 0.5
snow_cbh_adj:hru_7157:mon_5 1.0 1.75 0.5
snow_cbh_adj:hru_5621:mon_6 1.0 1.75 0.5
snow_cbh_adj:hru_5625:mon_6 1.0 1.75 0.5
snow_cbh_adj:hru_5628:mon_6 1.0 1.75 0.5
snow_cbh_adj:hru_5635:mon_6 1.0 1.75 0.5
snow_cbh_adj:hru_5637:mon_6 1.0 1.75 0.5
snow_cbh_adj:hru_5643:mon_6 1.0 1.75 0.5
snow_cbh_adj:hru_5678:mon_6 1.0 1.75 0.5
snow_cbh_adj:hru_5679:mon_6 1.0 1.75 0.5
snow_cbh_adj:hru_5686:mon_6 1.0 1.75 0.5
snow_cbh_adj:hru_5690:mon_6 1.0 1.75 0.5
snow_cbh_adj:hru_5693:mon_6 1.0 1.75 0.5
snow_cbh_adj:hru_5697:mon_6 1.0 1.75 0.5
snow_cbh_adj:hru_5703:mon_6 1.0 1.75 0.5
snow_cbh_adj:hru_5728:mon_6 1.0 1.75 0.5
snow_cbh_adj:hru_7128:mon_6 1.0 1.75 0.5
snow_cbh_adj:hru_7156:mon_6 1.0 1.75 0.5
snow_cbh_adj:hru_7157:mon_6 1.0 1.75 0.5
snow_cbh_adj:hru_5621:mon_7 1.0 1.75 0.5
snow_cbh_adj:hru_5625:mon_7 1.0 1.75 0.5
snow_cbh_adj:hru_5628:mon_7 1.0 1.75 0.5
snow_cbh_adj:hru_5635:mon_7 1.0 1.75 0.5
snow_cbh_adj:hru_5637:mon_7 1.0 1.75 0.5
snow_cbh_adj:hru_5643:mon_7 1.0 1.75 0.5
snow_cbh_adj:hru_5678:mon_7 1.0 1.75 0.5
snow_cbh_adj:hru_5679:mon_7 1.0 1.75 0.5
snow_cbh_adj:hru_5686:mon_7 1.0 1.75 0.5
snow_cbh_adj:hru_5690:mon_7 1.0 1.75 0.5
snow_cbh_adj:hru_5693:mon_7 1.0 1.75 0.5
