iteration,total_runs,obs_realization,par_realization,g_min_actet_mean_mon,g_min_actet_mon,g_min_recharge_ann,g_min_runoff_mon,g_min_sca_daily,g_min_soil_moist_ann,g_min_soil_moist_mon,l_max_actet_mean_mon,l_max_actet_mon,l_max_recharge_ann,l_max_runoff_mon,l_max_sca_daily,l_max_soil_moist_ann,l_max_soil_moist_mon,streamflow_daily_large_asc,streamflow_daily_small_asc,streamflow_daily_small_dsc,streamflow_daily_pulse_asc,streamflow_daily_pulse_dsc,streamflow_daily_low,streamflow_daily_exlow,streamflow_mean_mon,streamflow_mon
0,1,base,base,1.58819,26.3088,61.3605,659278,0,89.4597,236.94,0.108622,2.50567,9.00308,6.2376e+06,0,49.9774,1106.45,2.21174,409.249,243.216,188436,173856,728715,271081,597.704,15479.4
