iteration,total_runs,obs_realization,par_realization,actet_mean_mon,actet_mon,recharge_ann,runoff_mon,sca_daily,soil_moist_ann,soil_moist_mon,streamflow_nodata,streamflow_daily_large_asc,streamflow_daily_large_dsc,streamflow_daily_small_asc,streamflow_daily_small_dsc,streamflow_daily_pulse_asc,streamflow_daily_pulse_dsc,streamflow_daily_low,streamflow_daily_exlow,streamflow_mean_mon,streamflow_mon
0,1,base,base,4.06859e+09,8.13719e+09,4.06859e+09,8.13719e+09,4.06859e+09,4.06859e+09,4.06859e+09,0,3.56002e+09,3.56002e+09,3.56002e+09,3.56002e+09,3.56002e+09,3.56002e+09,3.56002e+09,3.56002e+09,8.13719e+09,8.13719e+09
