iteration,total_runs,obs_realization,par_realization,g_min_actet_mean_mon,g_min_actet_mon,g_min_recharge_ann,g_min_runoff_mon,g_min_sca_daily,g_min_soil_moist_ann,g_min_soil_moist_mon,l_max_actet_mean_mon,l_max_actet_mon,l_max_recharge_ann,l_max_runoff_mon,l_max_sca_daily,l_max_soil_moist_ann,l_max_soil_moist_mon,streamflow_nodata,streamflow_daily_large_asc,streamflow_daily_large_dsc,streamflow_daily_small_asc,streamflow_daily_small_dsc,streamflow_daily_pulse_asc,streamflow_daily_pulse_dsc,streamflow_daily_low,streamflow_daily_exlow,streamflow_mean_mon,streamflow_mon
0,1,base,base,0.518107,10.4451,172.72,143045,0,65.7851,846.056,0.0383637,2.752,16.412,2.39349e+06,0,22.0663,441.339,1.83676e+11,65.6786,58.3147,700.684,907.631,3.05093e+06,686255,1.36087e+08,935313,6.54325e+07,6.00796e+09
