parnme,partrans,parchglim,parval1,parlbnd,parubnd,pargp,scale,offset,dercom,rain,36895,36899,36901,36902,36903,36906,36907,36917,36931,36962,37892,37895,37896,37985,37986,37988,max,coef,noppt,lin,cap,n,sublim,trncf,radmax,adj,sq,thresh,frac,exp,rate,allsnow
emis_noppt:hru_37895,log,factor,0.757,0.757,1.0,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,
emis_noppt:hru_37896,log,factor,0.757,0.757,1.0,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,
emis_noppt:hru_37985,log,factor,0.757,0.757,1.0,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,
emis_noppt:hru_37986,log,factor,0.757,0.757,1.0,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,
emis_noppt:hru_37988,log,factor,0.757,0.757,1.0,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,
fastcoef_lin:hru_36895,log,factor,0.010081999999999999,0.01,0.6,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,
fastcoef_lin:hru_36899,log,factor,0.010246000000000002,0.01,0.6,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,
fastcoef_lin:hru_36901,log,factor,0.01,0.01,0.6,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,
fastcoef_lin:hru_36902,log,factor,0.010442000000000002,0.01,0.6,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,
fastcoef_lin:hru_36903,log,factor,0.010036,0.01,0.6,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,
fastcoef_lin:hru_36906,log,factor,0.010904,0.01,0.6,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,
fastcoef_lin:hru_36907,log,factor,0.012049999999999998,0.01,0.6,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,
fastcoef_lin:hru_36917,log,factor,0.011522999999999999,0.01,0.6,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,
fastcoef_lin:hru_36931,log,factor,0.010714000000000001,0.01,0.6,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,
fastcoef_lin:hru_36962,log,factor,0.010147000000000002,0.01,0.6,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,
fastcoef_lin:hru_37892,log,factor,0.010129000000000003,0.01,0.6,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,
fastcoef_lin:hru_37895,log,factor,0.010188,0.01,0.6,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,
fastcoef_lin:hru_37896,log,factor,0.010302,0.01,0.6,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,
fastcoef_lin:hru_37985,log,factor,0.01,0.01,0.6,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,
fastcoef_lin:hru_37986,log,factor,0.010465999999999998,0.01,0.6,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,
fastcoef_lin:hru_37988,log,factor,0.010481,0.01,0.6,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,
freeh2o_cap:hru_36895,log,factor,0.049999999999999996,0.01,0.1,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,
freeh2o_cap:hru_36899,log,factor,0.049999999999999996,0.01,0.1,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,
freeh2o_cap:hru_36901,log,factor,0.049999999999999996,0.01,0.1,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,
freeh2o_cap:hru_36902,log,factor,0.049999999999999996,0.01,0.1,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,
freeh2o_cap:hru_36903,log,factor,0.049999999999999996,0.01,0.1,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,
freeh2o_cap:hru_36906,log,factor,0.049999999999999996,0.01,0.1,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,
freeh2o_cap:hru_36907,log,factor,0.049999999999999996,0.01,0.1,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,
freeh2o_cap:hru_36917,log,factor,0.049999999999999996,0.01,0.1,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,
freeh2o_cap:hru_36931,log,factor,0.049999999999999996,0.01,0.1,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,
freeh2o_cap:hru_36962,log,factor,0.049999999999999996,0.01,0.1,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,
freeh2o_cap:hru_37892,log,factor,0.049999999999999996,0.01,0.1,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,
freeh2o_cap:hru_37895,log,factor,0.049999999999999996,0.01,0.1,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,
freeh2o_cap:hru_37896,log,factor,0.049999999999999996,0.01,0.1,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,
freeh2o_cap:hru_37985,log,factor,0.049999999999999996,0.01,0.1,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,
freeh2o_cap:hru_37986,log,factor,0.049999999999999996,0.01,0.1,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,
freeh2o_cap:hru_37988,log,factor,0.049999999999999996,0.01,0.1,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,
gwflow_coef:hru_36895,log,factor,0.020650000000000005,0.001,0.1,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
gwflow_coef:hru_36899,log,factor,0.02199,0.001,0.1,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
gwflow_coef:hru_36901,log,factor,0.020270000000000003,0.001,0.1,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
gwflow_coef:hru_36902,log,factor,0.020070000000000005,0.001,0.1,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
gwflow_coef:hru_36903,log,factor,0.01693,0.001,0.1,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
gwflow_coef:hru_36906,log,factor,0.021919999999999995,0.001,0.1,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
gwflow_coef:hru_36907,log,factor,0.019619999999999995,0.001,0.1,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
gwflow_coef:hru_36917,log,factor,0.018139999999999996,0.001,0.1,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
gwflow_coef:hru_36931,log,factor,0.01982,0.001,0.1,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
gwflow_coef:hru_36962,log,factor,0.016829999999999998,0.001,0.1,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
gwflow_coef:hru_37892,log,factor,0.01816,0.001,0.1,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
gwflow_coef:hru_37895,log,factor,0.01976,0.001,0.1,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
gwflow_coef:hru_37896,log,factor,0.019010000000000003,0.001,0.1,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
gwflow_coef:hru_37985,log,factor,0.02063,0.001,0.1,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
gwflow_coef:hru_37986,log,factor,0.021390000000000003,0.001,0.1,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
gwflow_coef:hru_37988,log,factor,0.01818,0.001,0.1,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36895:mon_1,none,relative,0.001634,0.0,0.2,pargp,1.0,0.0,1,,mon,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36895:mon_10,none,relative,0.00685,0.0,0.2,pargp,1.0,0.0,1,,mon,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36895:mon_11,none,relative,0.005624,0.0,0.2,pargp,1.0,0.0,1,,mon,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36895:mon_12,none,relative,0.002503,0.0,0.2,pargp,1.0,0.0,1,,mon,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36895:mon_2,none,relative,0.004121,0.0,0.2,pargp,1.0,0.0,1,,mon,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36895:mon_3,none,relative,0.005291,0.0,0.2,pargp,1.0,0.0,1,,mon,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36895:mon_4,none,relative,0.006001,0.0,0.2,pargp,1.0,0.0,1,,mon,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36895:mon_5,none,relative,0.006487,0.0,0.2,pargp,1.0,0.0,1,,mon,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36895:mon_6,none,relative,0.006118,0.0,0.2,pargp,1.0,0.0,1,,mon,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36895:mon_7,none,relative,0.006013,0.0,0.2,pargp,1.0,0.0,1,,mon,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36895:mon_8,none,relative,0.006297,0.0,0.2,pargp,1.0,0.0,1,,mon,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36895:mon_9,none,relative,0.006252,0.0,0.2,pargp,1.0,0.0,1,,mon,,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36899:mon_1,none,relative,0.001477,0.0,0.2,pargp,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36899:mon_10,none,relative,0.006969,0.0,0.2,pargp,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36899:mon_11,none,relative,0.00565,0.0,0.2,pargp,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36899:mon_12,none,relative,0.002375,0.0,0.2,pargp,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36899:mon_2,none,relative,0.004068,0.0,0.2,pargp,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36899:mon_3,none,relative,0.005265,0.0,0.2,pargp,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36899:mon_4,none,relative,0.006095,0.0,0.2,pargp,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36899:mon_5,none,relative,0.00657,0.0,0.2,pargp,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36899:mon_6,none,relative,0.006133,0.0,0.2,pargp,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36899:mon_7,none,relative,0.006003,0.0,0.2,pargp,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36899:mon_8,none,relative,0.006329,0.0,0.2,pargp,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36899:mon_9,none,relative,0.006295,0.0,0.2,pargp,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36901:mon_1,none,relative,0.001577,0.0,0.2,pargp,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36901:mon_10,none,relative,0.007252,0.0,0.2,pargp,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36901:mon_11,none,relative,0.005903,0.0,0.2,pargp,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36901:mon_12,none,relative,0.002492,0.0,0.2,pargp,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36901:mon_2,none,relative,0.00432,0.0,0.2,pargp,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36901:mon_3,none,relative,0.005548,0.0,0.2,pargp,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36901:mon_4,none,relative,0.006377,0.0,0.2,pargp,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36901:mon_5,none,relative,0.006844,0.0,0.2,pargp,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36901:mon_6,none,relative,0.006371,0.0,0.2,pargp,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36901:mon_7,none,relative,0.006227,0.0,0.2,pargp,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36901:mon_8,none,relative,0.00656,0.0,0.2,pargp,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36901:mon_9,none,relative,0.006535,0.0,0.2,pargp,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36902:mon_1,none,relative,0.000521,0.0,0.2,pargp,1.0,0.0,1,,,,,mon,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36902:mon_10,none,relative,0.006292,0.0,0.2,pargp,1.0,0.0,1,,,,,mon,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36902:mon_11,none,relative,0.005012,0.0,0.2,pargp,1.0,0.0,1,,,,,mon,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36902:mon_12,none,relative,0.001474,0.0,0.2,pargp,1.0,0.0,1,,,,,mon,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36902:mon_2,none,relative,0.003391,0.0,0.2,pargp,1.0,0.0,1,,,,,mon,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36902:mon_3,none,relative,0.004729,0.0,0.2,pargp,1.0,0.0,1,,,,,mon,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36902:mon_4,none,relative,0.00542,0.0,0.2,pargp,1.0,0.0,1,,,,,mon,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36902:mon_5,none,relative,0.005854,0.0,0.2,pargp,1.0,0.0,1,,,,,mon,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36902:mon_6,none,relative,0.005382,0.0,0.2,pargp,1.0,0.0,1,,,,,mon,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36902:mon_7,none,relative,0.005251,0.0,0.2,pargp,1.0,0.0,1,,,,,mon,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36902:mon_8,none,relative,0.005569,0.0,0.2,pargp,1.0,0.0,1,,,,,mon,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36902:mon_9,none,relative,0.005556,0.0,0.2,pargp,1.0,0.0,1,,,,,mon,,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36903:mon_1,none,relative,0.000106,0.0,0.2,pargp,1.0,0.0,1,,,,,,mon,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36903:mon_10,none,relative,0.005774,0.0,0.2,pargp,1.0,0.0,1,,,,,,mon,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36903:mon_11,none,relative,0.004569,0.0,0.2,pargp,1.0,0.0,1,,,,,,mon,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36903:mon_12,none,relative,0.001193,0.0,0.2,pargp,1.0,0.0,1,,,,,,mon,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36903:mon_2,none,relative,0.00295,0.0,0.2,pargp,1.0,0.0,1,,,,,,mon,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36903:mon_3,none,relative,0.004144,0.0,0.2,pargp,1.0,0.0,1,,,,,,mon,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36903:mon_4,none,relative,0.004811,0.0,0.2,pargp,1.0,0.0,1,,,,,,mon,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36903:mon_5,none,relative,0.005273,0.0,0.2,pargp,1.0,0.0,1,,,,,,mon,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36903:mon_6,none,relative,0.004889,0.0,0.2,pargp,1.0,0.0,1,,,,,,mon,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36903:mon_7,none,relative,0.004749,0.0,0.2,pargp,1.0,0.0,1,,,,,,mon,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36903:mon_8,none,relative,0.005079,0.0,0.2,pargp,1.0,0.0,1,,,,,,mon,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36903:mon_9,none,relative,0.00506,0.0,0.2,pargp,1.0,0.0,1,,,,,,mon,,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36906:mon_1,none,relative,0.00162,0.0,0.2,pargp,1.0,0.0,1,,,,,,,mon,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36906:mon_10,none,relative,0.007127,0.0,0.2,pargp,1.0,0.0,1,,,,,,,mon,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36906:mon_11,none,relative,0.005795,0.0,0.2,pargp,1.0,0.0,1,,,,,,,mon,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36906:mon_12,none,relative,0.0025,0.0,0.2,pargp,1.0,0.0,1,,,,,,,mon,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36906:mon_2,none,relative,0.004236,0.0,0.2,pargp,1.0,0.0,1,,,,,,,mon,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36906:mon_3,none,relative,0.005439,0.0,0.2,pargp,1.0,0.0,1,,,,,,,mon,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36906:mon_4,none,relative,0.006268,0.0,0.2,pargp,1.0,0.0,1,,,,,,,mon,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36906:mon_5,none,relative,0.006741,0.0,0.2,pargp,1.0,0.0,1,,,,,,,mon,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36906:mon_6,none,relative,0.0063,0.0,0.2,pargp,1.0,0.0,1,,,,,,,mon,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36906:mon_7,none,relative,0.006168,0.0,0.2,pargp,1.0,0.0,1,,,,,,,mon,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36906:mon_8,none,relative,0.006492,0.0,0.2,pargp,1.0,0.0,1,,,,,,,mon,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36906:mon_9,none,relative,0.006454,0.0,0.2,pargp,1.0,0.0,1,,,,,,,mon,,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36907:mon_1,none,relative,0.001622,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,mon,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36907:mon_10,none,relative,0.007137,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,mon,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36907:mon_11,none,relative,0.005935,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,mon,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36907:mon_12,none,relative,0.002529,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,mon,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36907:mon_2,none,relative,0.004377,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,mon,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36907:mon_3,none,relative,0.005647,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,mon,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36907:mon_4,none,relative,0.006278,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,mon,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36907:mon_5,none,relative,0.00669,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,mon,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36907:mon_6,none,relative,0.00622,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,mon,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36907:mon_7,none,relative,0.006092,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,mon,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36907:mon_8,none,relative,0.0064,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,mon,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36907:mon_9,none,relative,0.006394,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,mon,,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36917:mon_1,none,relative,0.001924,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,mon,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36917:mon_10,none,relative,0.007224,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,mon,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36917:mon_11,none,relative,0.006032,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,mon,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36917:mon_12,none,relative,0.002776,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,mon,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36917:mon_2,none,relative,0.004508,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,mon,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36917:mon_3,none,relative,0.00575,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,mon,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36917:mon_4,none,relative,0.006394,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,mon,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36917:mon_5,none,relative,0.006823,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,mon,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36917:mon_6,none,relative,0.006392,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,mon,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36917:mon_7,none,relative,0.006278,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,mon,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36917:mon_8,none,relative,0.00657,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,mon,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36917:mon_9,none,relative,0.006546,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,mon,,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36931:mon_1,none,relative,0.001644,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,mon,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36931:mon_10,none,relative,0.007279,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,mon,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36931:mon_11,none,relative,0.005936,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,mon,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36931:mon_12,none,relative,0.00255,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,mon,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36931:mon_2,none,relative,0.004358,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,mon,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36931:mon_3,none,relative,0.005579,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,mon,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36931:mon_4,none,relative,0.006407,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,mon,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36931:mon_5,none,relative,0.006873,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,mon,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36931:mon_6,none,relative,0.006411,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,mon,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36931:mon_7,none,relative,0.00627,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,mon,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36931:mon_8,none,relative,0.006601,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,mon,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36931:mon_9,none,relative,0.006574,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,mon,,,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_36962:mon_1,none,relative,0.001405,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,,mon,,,,,,,,hru,,,,,,,,,,,,,,
